geometry,address
POINT (-69.6687515 44.6036145),"9, Nickel Street, 04937, Nickel Street, Fairfield, ME, United States"
POINT (-69.86818688244784 44.798716),"Madison Area Health Center, 8, South Main Street, 04950, South Main Street, Madison, ME, United States"
POINT (-70.15718105 44.958012999999994),"Mount Abram Regional Health Center, 25, Depot Street, 04947, Depot Street, Kingfield, ME, United States"
POINT EMPTY,
POINT (-70.21730954319915 44.819432),"Strong Area Medical Center, 177, North Main Street, 04983, North Main Street, Strong, ME, United States"
POINT (-70.1247009 44.3996705),"1311, Park Street, 04254, Park Street, Livermore Falls, ME, United States"
POINT (-68.39360817412069 46.62800445),"Ashland Community High School, 180, Presque Isle Road, 04732, Presque Isle Road, Ashland, ME, United States"
POINT (-68.4527363 45.958562),"Katahdin Valley Health Center, 529, South Patten Road, 04765, South Patten Road, Patten, ME, United States"
POINT (-68.3918719 46.6281757),"33, Walker Street, 04732, Walker Street, Ashland, ME, United States"
POINT (-69.229759 45.1917914),"Dover-Foxcroft Municipal Office, 48, Morton Avenue, 04426, Morton Avenue, Dover-Foxcroft, ME, United States"
POINT (-67.8465621 46.1230148),"Katahdin Valley Health Center, 59, Bangor Street, 04730, Bangor Street, Houlton, ME, United States"
POINT (-68.2927729 46.0067721),"1300, Crystal Road, 04747, Crystal Road, Island Falls, ME, United States"
POINT EMPTY,
POINT (-68.7076284 45.6705327),"50, Iron Bridge Road, 04462, Iron Bridge Road, Millinocket, ME, United States"
POINT (-68.44603860544233 45.995462950000004),"Katahdin Valley Health Center, 30, Houlton Street, 04765, Houlton Street, Patten, ME, United States"
POINT (-68.6943850489036 45.65662615),"Katahdin Health Care, 22, Walnut Street, 04462, Walnut Street, Millinocket, ME, United States"
POINT (-69.0338848 45.3033845),"180, Main Road, 04414, Main Road, Milo, ME, United States"
POINT EMPTY,
POINT (-68.56917718002933 45.62476615),"1, Eastern Avenue, 04430, Eastern Avenue, East Millinocket, ME, United States"
POINT (-68.7046438437653 45.6533065),"Granite Street School, 191, Granite Street, 04462, Granite Street, Millinocket, ME, United States"
POINT (-67.84490238957221 46.1112611),"Houlton Elementary School, 60, South Street, 04730, South Street, Houlton, ME, United States"
POINT (-67.8271243 46.1286626),"Houlton High School, 7, Bird Street, 04730, Bird Street, Houlton, ME, United States"
POINT (-67.84794849705202 46.11130865),"Houlton Southside School, 65, South Street, 04730, South Street, Houlton, ME, United States"
POINT (-68.43783706915808 45.9258875),"Katahdin Elementary School, 805, Station Road, 04777, Station Road, Stacyville, ME, United States"
POINT (-68.43943320044161 45.9243965),"Katahdin Middle-High School, 800, Station Road, 04777, Station Road, Stacyville, ME, United States"
POINT (-68.5540391 45.61785155),"Medway Middle School, 25, Middle School Drive, 04460, Middle School Drive, Medway, ME, United States"
POINT (-67.8628208 46.0568412),"Mill Pond School, 147, Hodgdon Mills Road, 04730, Hodgdon Mills Road, Houlton, ME, United States"
POINT (-68.9800559 45.2518768),"18, Belmont Street, 04463, Belmont Street, Milo, ME, United States"
POINT (-68.99604991397354 45.2515517),"Penquis Valley High School, 48, Penquis Drive, 04463, Penquis Drive, Milo, ME, United States"
POINT (-68.184276 46.0867819),"Southern Arroostook Community School, 922, Dyer Brook Road, 04747, Dyer Brook Road, Dyer Brook, ME, United States"
POINT (-68.70587268330016 45.66106295),"Stearns High School, 199, State Street, 04462, State Street, Millinocket, ME, United States"
POINT (-67.8644451 46.0542248),"Hodgdon High School, 174, Hodgdon Mills Road, 04730, Hodgdon Mills Road, Houlton, ME, United States"
POINT (-67.8870301 44.5364786),"Milbridge Elementary School, 39, Washington Street, 04658, Washington Street, Milbridge, ME, United States"
POINT (-69.77622714364622 44.317076549999996),"South Parish Congregational Church UCC, 9, Church Street, 04330, Church Street, Augusta, ME, United States"
POINT (-69.77622714364622 44.317076549999996),"South Parish Congregational Church UCC, 9, Church Street, 04330, Church Street, Augusta, ME, United States"
POINT (-69.77622714364622 44.317076549999996),"South Parish Congregational Church UCC, 9, Church Street, 04330, Church Street, Augusta, ME, United States"
POINT (-69.77622714364622 44.317076549999996),"South Parish Congregational Church UCC, 9, Church Street, 04330, Church Street, Augusta, ME, United States"
POINT (-69.77622714364622 44.317076549999996),"South Parish Congregational Church UCC, 9, Church Street, 04330, Church Street, Augusta, ME, United States"
POINT (-68.8104458 44.81668715),"1068, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.7591023 44.7919878),"261, Center Street, 04412, Center Street, Brewer, ME, United States"
POINT (-68.7882862 44.8094469),"26, Fourteenth Street, 04401, Fourteenth Street, Bangor, ME, United States"
POINT (-68.80031203201223 44.8072219),"City of Bangor-Health and Welfare, 103, Texas Avenue, 04401, Texas Avenue, Bangor, ME, United States"
POINT (-68.78180593459516 44.831173500000006),"Bangor High School, 885, Broadway, 04401, Broadway, Bangor, ME, United States"
POINT (-68.7704130962536 44.77694735),"Brewer Community School, 92, Pendleton Street, 04412, Pendleton Street, Brewer, ME, United States"
POINT (-68.7554664 44.7818075),"Brewer High School, 79, Parkway South, 04412, Parkway South, Brewer, ME, United States"
POINT (-68.7303874792162 44.77408955),"735, Wilson Street, 04412, Wilson Street, Brewer, ME, United States"
POINT (-68.7480268 44.7979954),"74, Parkway North, 04412, Parkway North, Brewer, ME, United States"
POINT (-68.82080321800112 44.84485665),"86, Davis Road, 04401, Davis Road, Bangor, ME, United States"
POINT (-68.80754074427148 44.8148487),"992, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.8098839 44.815889049999996),"1048, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.6899656266055 44.869319000000004),"Dirigo Pines Retirement Community, 9, Alumni Drive, 04473, Alumni Drive, Orono, ME, United States"
POINT (-68.82015648094674 44.839488),"Downeast School, 100, Moosehead Boulevard, 04401, Moosehead Boulevard, Bangor, ME, United States"
POINT (-68.74521834047141 44.821197),"516, Mount Hope Avenue, 04401, Mount Hope Avenue, Bangor, ME, United States"
POINT (-68.7374578 44.820081),"Elizabeth Levinson Center, 159, Hogan Road, 04401, Hogan Road, Bangor, ME, United States"
POINT (-68.64646432121894 44.9325992),"242, Brunswick Street, 04468, Brunswick Street, Old Town, ME, United States"
POINT (-68.8058176 44.8045133),"181, Corporate Drive, 04401, Corporate Drive, Bangor, ME, United States"
POINT (-70.25005315192641 45.621074899999996),"Jackman Community Health Center, 376, Main Street, 04945, Main Street, Jackman, ME, United States"
POINT (-68.7393813 44.8156564),"Maine Veteran's Home, 44, Hogan Road, 04401, Hogan Road, Bangor, ME, United States"
POINT (-68.67990970818401 44.894076),"117, Bennoch Road, 04473, Bennoch Road, Orono, ME, United States"
POINT (-68.80754074427148 44.8148487),"992, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.80754074427148 44.8148487),"992, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.80890527536195 44.814794199999994),"1012, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.81239321505967 44.81758505),"6, Telcom Drive, 04401, Telcom Drive, Bangor, ME, United States"
POINT (-68.76303180251125 44.80414665),"21, Boyd Street, 04401, Boyd Street, Bangor, ME, United States"
POINT (-68.78386421650389 44.825599100000005),"Lobby, 758, Broadway, 04401, Broadway, Bangor, ME, United States"
POINT (-69.0234838 44.4186559),"Schoodic Health Clinic, 53, Schoodic Drive, 04915, Schoodic Drive, Belfast, ME, United States"
POINT (-68.7596467 44.8222454),"Stillwater Health Care, 335, Stillwater Avenue, 04401, Stillwater Avenue, Bangor, ME, United States"
POINT (-68.80754074427148 44.8148487),"992, Union Street, 04401, Union Street, Bangor, ME, United States"
POINT (-68.79654610836027 44.9455765),"101, Woodland Avenue, 04468, Woodland Avenue, Old Town, ME, United States"
POINT (-68.7514068 44.8352855),"750, Stillwater Avenue, 04401, Stillwater Avenue, Bangor, ME, United States"
POINT (-68.8401424 44.6436781),"Penobscot Community Health Care, 775, North Main Street, 04496, North Main Street, Winterport, ME, United States"
POINT (-68.7496055 44.7881684),"53, Colonial Circle, 04412, Colonial Circle, Brewer, ME, United States"
POINT (-67.99255700038222 46.873993049999996),"74, Access Highway, 04736, Access Highway, Caribou, ME, United States"
POINT (-67.844072 46.7670239),"11, Harmony Lane, 04742, Harmony Lane, Fort Fairfield, ME, United States"
POINT (-68.0324409 46.6950632),"4, Beacon Road, 04769, Beacon Road, Presque Isle, ME, United States"
POINT (-67.9276458 47.1516737),"Pines Saint John Valley Health Center, 4, Main Street, 04785, Main Street, Van Buren, ME, United States"
POINT (-68.1570519 46.7880212),"1260, Main Street, 04786, Main Street, Washburn, ME, United States"
POINT (-67.994129 46.87568735),"4, Mecon Street, 04736, Mecon Street, Caribou, ME, United States"
POINT (-67.4147426 44.7228765),"893, Main Street, 04630, Main Street, Machias, ME, United States"
POINT (-66.98358063933975 44.86083825),"Lubec Brewing Co, 43, Water Street, 04652, Water Street, Lubec, ME, United States"
POINT (-66.98869827528796 44.8547787),"Lubec Consolidated School, 44, South Street, 04652, South Street, Lubec, ME, United States"
POINT (-70.88697769666283 43.8107632),"49, Summer Street, 04068, Summer Street, Porter, ME, United States"
POINT (-70.8971374 43.8239245),"70, Dudics Mountain Road, 04068, Dudics Mountain Road, Porter, ME, United States"
POINT (-70.86978113335627 43.810696750000005),"115, South Hiram Road, 04041, South Hiram Road, Hiram, ME, United States"
POINT EMPTY,
POINT (-69.2785925 44.834747),"5, Pleasant Street, 04953, Pleasant Street, Newport, ME, United States"
POINT (-69.2884668 45.0255083),"29, Church Street, 04930, Church Street, Dexter, ME, United States"
POINT (-67.8621537 45.6666714),"201, Houlton Road, 04424, Houlton Road, Danforth, ME, United States"
POINT (-67.2766397 45.1899466),"4, Waterfront Park Way, 04619, Waterfront Park Way, Calais, ME, United States"
POINT (-67.5634737 45.23039),"136, Mill Street, 04668, Mill Street, Princeton, ME, United States"
POINT EMPTY,
POINT (-70.25069993988764 44.091970849999996),"Auburn Middle School, 38, Falcon Drive, 04210, Falcon Drive, Auburn, ME, United States"
POINT (-70.21134612253194 44.092727550000006),"57, Birch Street, 04240, Birch Street, Lewiston, ME, United States"
POINT (-70.2498581 44.0751185),"21, Melvin Street, 04210, Melvin Street, Auburn, ME, United States"
POINT (-70.2285348 44.1333714),"1250, Turner Street, 04210, Turner Street, Auburn, ME, United States"
POINT (-70.2350538 44.1201654),"3, Willow Run, 04210, Willow Run, Auburn, ME, United States"
POINT (-70.1987217 44.1242156),"15, Mollison Way, 04240, Mollison Way, Lewiston, ME, United States"
POINT (-70.3953814 44.0629357),"1230, Maine Street, 04274, Maine Street, Poland, ME, United States"
POINT (-70.2352661 44.0892638),"15, Sacred Heart Place, 04210, Sacred Heart Place, Auburn, ME, United States"
POINT (-70.1862934 44.1152789),"201, Montello Street, 04240, Montello Street, Lewiston, ME, United States"
POINT (-70.199333 44.1024854),"100, Campus Avenue, 04240, Campus Avenue, Lewiston, ME, United States"
POINT (-70.1998547 44.1007903),"330, Sabattus Street, 04240, Sabattus Street, Lewiston, ME, United States"
POINT (-70.22110201735643 44.08709005),"Second Street Family Practice, 60, Second Street, 04210, Second Street, Auburn, ME, United States"
POINT (-70.234997 44.0945978),"Edward Little High School, 77, Harris Street, 04210, Harris Street, Auburn, ME, United States"
POINT (-70.20180954791834 44.0931592),"Lewiston High School, 156, East Avenue, 04240, East Avenue, Lewiston, ME, United States"
POINT (-111.8790391 40.9320028),"Main St @ 1201 N, North Main Street, 84014, North Main Street, Centerville, Utah, United States"
POINT (-111.4010424 41.9471481),"Bear Lake Community Health Center, 325, West Logan Road, 84028, West Logan Road, Garden City, UT, United States"
POINT (-112.0627878272955 41.55745655),"Brigham City Municipal Airport, West 1600 N Road, 84302, West 1600 N Road, Brigham City, UT, United States"
POINT (-111.8394273 41.7640446),"104, West Penhurst Place, 84341, West Penhurst Place, Logan, UT, United States"
POINT (-111.81496614149427 41.7058014),"110, East 100 South, 84332, East 100 South, Providence, UT, United States"
POINT (-112.1955878 41.7194499),"North 2000 West, 84337, Tremonton, Utah, United States"
POINT (-111.88857881805347 40.76974665),"Beehive House, 67 E, South Temple, 84150, South Temple, Salt Lake City, UT, United States"
POINT (-112.01661824333314 41.505440699999994),"Brigham City Utah Temple, South Main Street, 84302, South Main Street, Brigham City, Utah, United States"
POINT (-112.028417 41.2053285),"3300, South Midland Drive, 84401, South Midland Drive, Ogden, Utah, United States"
POINT (-111.959285 41.270679),"Monroe Blvd @ 677 N (Ogden), North Monroe Boulevard, 84404, North Monroe Boulevard, Ogden, Utah, United States"
POINT (-111.967217 41.2396859),"Adams Avenue, 84404, Ogden, Utah, United States"
POINT (-111.9701177 41.1700571),"South 400 East, 84408, Washington Terrace, Utah, United States"
POINT (-112.0244841 41.1135837),"Clearfield, 84015, Utah, United States"
POINT (-111.821639929377 41.75567255),"Logan Regional Hospital, 1400, North 500 East, 84341, North 500 East, Logan, UT, United States"
POINT (-111.89536048085156 40.76731795),"Salt Palace Convention Center, 100 S, West Temple, 84101, West Temple, Salt Lake City, UT, United States"
POINT (-111.9431558411513 40.77039915),"Meridian SLC, 30 N, Orange Street, 84116, Orange Street, Salt Lake City, UT, United States"
POINT (-113.716458 37.549539),"200 East, 84725, Enterprise, Utah, United States"
POINT (-111.88909256720231 40.75956505),"Scott M. Matheson Courthouse, 450 South, State Street, 84115, State Street, Salt Lake City, Utah, United States"
POINT EMPTY,
POINT (-112.0833757 38.7913464),"North Main Street, 84701, Richfield, Utah, United States"
POINT (-113.07052476301932 37.66500535),"Cedar City High School, S Main Street, 84728, S Main Street, Cedar City, UT, United States"
POINT (-113.0842975863427 37.67919465),"1770 W, West Harding Avenue, 84720, West Harding Avenue, Cedar City, UT, United States"
POINT (-113.5817097 37.081924),"Riverside Drive, 84790, St. George, Utah, United States"
POINT (-113.325546 37.1750387),"South 2000 West, 84737, Hurricane, Utah, United States"
POINT (-113.5420985 37.0919158),"East Riverside Drive, 84790, St. George, Utah, United States"
POINT (-113.58824756710231 37.1101946),"228 E, West Saint George Boulevard, 84770, West Saint George Boulevard, St. George, Utah, United States"
POINT (-111.88411577520634 40.72860925),"242, Westminster Avenue, 84115, Westminster Avenue, Salt Lake City, UT, United States"
POINT (-111.89536048085156 40.76731795),"Salt Palace Convention Center, 100 S, West Temple, 84101, West Temple, Salt Lake City, UT, United States"
POINT (-111.6002449 37.7718614),"North Center Street, 84726, Escalante, Utah, United States"
POINT EMPTY,
POINT (-112.42689465000001 37.8264767),"Garfield Memorial Hospital, 200, North 400 East Street, 84759, North 400 East Street, Panguitch, Utah, United States"
POINT (-111.8578095 38.9579171),"Salina Family Medicine, 131, East Main Street, 84654, East Main Street, Salina, UT, United States"
POINT (-111.8593694 38.9577576),"Salina Pharmacy, 43, East Main Street, 84654, East Main Street, Salina, UT, United States"
POINT (-112.42689465000001 37.8264767),"Garfield Memorial Hospital, 200, North 400 East Street, 84759, North 400 East Street, Panguitch, Utah, United States"
POINT (-112.4356573 37.8227495),"East Center Street, 84759, Panguitch, Utah, United States"
POINT (-111.544867 38.3401205),"Bicknell, 84715, Utah, United States"
POINT (-110.706401 38.3737755),"Hanksville, 84734, Utah, United States"
POINT (-110.8568573 39.6916665),"North Main Street, 84526, Helper, Utah, United States"
POINT (-110.38684901936523 39.55140605),"Miners Trading Post, 123, Market Street, 84539, Market Street, Sunnyside, UT, United States"
POINT (-110.80300835630338 39.609325049999995),"Utah State University - Eastern, North Fifth East, 84501, North Fifth East, Price, Utah, United States"
POINT (-110.38684901936523 39.55140605),"Miners Trading Post, 123, Market Street, 84539, Market Street, Sunnyside, UT, United States"
POINT (-110.8210764 39.595483),"300 South, 84501, Price, Utah, United States"
POINT (-110.1653764 38.9921555),"Green River, South 150 West, 84525, South 150 West, Green River, UT, United States"
POINT (-111.64792029781073 40.23245435),"101, South 600 East, 84606, South 600 East, Provo, Utah, United States"
POINT (-109.53718988242167 40.4532095),"Vernal Utah Temple, West 200 South, 84078, West 200 South, Vernal, Utah, United States"
POINT (-111.64852404368982 40.2325113),"589, East 100 South, 84606, East 100 South, Provo, UT, United States"
POINT (-111.705047 40.245389),"North 2600 West, 84601, Provo, Utah, United States"
POINT (-109.52452967168853 40.445853299999996),"Ashley Creek Apartments, 210 E 600 S, 84078, Vernal, UT, United States"
POINT (-111.8206691831846 40.769284049999996),"Red Butte Garden And Arboretum, 300, Wakara Way, 84113, Wakara Way, Salt Lake City, UT, United States"
POINT (-109.30379287522769 37.2598195),"Montezuma Creek, 84534, Utah, United States"
POINT (-110.17809768804347 36.998813850000005),"Monument Valley Community Health Center, 30, West Medical Drive, 84536, West Medical Drive, Monument Valley, Utah, United States"
POINT EMPTY,
POINT (-109.3470581 37.8778817),"Monticello Utah Temple, North 200 West, 84535, North 200 West, Monticello, Utah, United States"
POINT (-111.901066470525 40.59801095),"Copperview Recreation Center, 8446, 300 West, 84047, 300 West, Midvale, UT, United States"
POINT (-111.901066470525 40.59801095),"Copperview Recreation Center, 8446, 300 West, 84047, 300 West, Midvale, UT, United States"
POINT (-111.901066470525 40.59801095),"Copperview Recreation Center, 8446, 300 West, 84047, 300 West, Midvale, UT, United States"
POINT (-112.01997036111933 40.7142641),"Cinemark West Valley City, 5412 W, High Market Drive, 84120, High Market Drive, West Valley City, UT, United States"
POINT (-111.9106607 40.6149174),"Midvale, 84047, Utah, United States"
POINT (-111.95054241536167 40.702786950000004),"Maverik Center, 3200, Decker Lake Drive, 84119, Decker Lake Drive, West Valley City, UT, United States"
POINT (-111.7435641 40.0182985),"1550 South, 84651, Payson, Utah, United States"
POINT (-111.9132227 40.6222784),"Mo' Bettah Steaks, 7101, Bingham Junction Blvd, 84047, Bingham Junction Blvd, Midvale, UT, United States"
POINT (-111.92527863386431 40.6080283),"Pioneer Hall, 1137 West, 7800 South, 84088, 7800 South, West Jordan, UT, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-87.82240220462592 42.59799045),"Washington Middle School, 43rd Street, 53140, 43rd Street, Kenosha, Wisconsin, United States"
POINT EMPTY,
POINT (-88.0572884 42.5798042),"205th Avenue, 53104, Bristol, Wisconsin, United States"
POINT (-88.7228951 42.8337453),"East Main Street, 53190, Whitewater, Wisconsin, United States"
POINT (-90.1273255 42.958986),"East Fountain Street, 53533, Dodgeville, Wisconsin, United States"
POINT (-89.3496469 43.0474637),"Antler's Tavern, 2202, West Broadway, 53713, West Broadway, Monona, WI, United States"
POINT (-89.25656433672708 43.16547515),"Conservancy Pointe Apartments, 1270, O'Keeffe Avenue, 53590, O'Keeffe Avenue, Sun Prairie, WI, United States"
POINT (-89.3377308 43.1080688),"East Washington Avenue, 53704, Madison, Wisconsin, United States"
POINT (-89.39795454014111 43.0551343),"UW Health Arboretum Clinic, 1102, South Park Street, 53715, South Park Street, Madison, Wisconsin, United States"
POINT (-90.11301722179313 42.676470249999994),"435, East River Street, 53530, East River Street, Darlington, WI, United States"
POINT (-91.3555588870085 44.950817400000005),"Marshfield Clinic Chippewa Falls Dental Center, 850, Lakeland Drive, 54729, Lakeland Drive, Chippewa Falls, WI, United States"
POINT (-91.89582726645669 44.8812635),"Marshfield Clinic Menomonie Dental Center, 404, Red Cedar Street, 54751, Red Cedar Street, Menomonie, WI, United States"
POINT (-90.8061045 44.3086708),"Marshfield Clinic Black River Falls Dental center, N6571, Lumberjack Guy Road, 54615, Lumberjack Guy Road, Brockway, WI, United States"
POINT (-89.58115963284044 44.54171615),"Evergreen Apartments, North Point Drive, 54481, North Point Drive, Stevens Point, WI, United States"
POINT (-89.81998431431211 43.97440525),"Family Health La Clinica, 302, West Lake Street, 53934, West Lake Street, Friendship, WI, United States"
POINT (-90.05923521064268 43.80079785),"Family Health La Clinica, 880, Herriott Drive, 53948, Herriott Drive, Mauston, WI, United States"
POINT (-91.8940765 45.207146),"315, Railroad Street, 54763, Railroad Street, Ridgeland, WI, United States"
POINT (-91.3956556 44.9124933),"NorthLakes Community Clinic-Chippewa Falls, 425, West Prairie View Road, 54729, West Prairie View Road, Chippewa Falls, WI, United States"
POINT (-91.4689697 44.8008455),"Hastings Way, 54701, Eau Claire, Wisconsin, United States"
POINT (-91.5023802494303 44.24757315),"Furniture Way Checkpoint, 140, Furniture Way, 54612, Furniture Way, Arcadia, WI, United States"
POINT EMPTY,
POINT (-90.6404946 43.5888857),"La Farge Dam Road, 54639, Town of Stark, Wisconsin, United States"
POINT (-90.6243545 43.8343346),"Scenic Bluffs Community Health Center, 200, West North Street, 54648, West North Street, Norwalk, Wisconsin, United States"
POINT (-90.78698 43.7397266),"Scenic Bluffs Community Health Center, 238, Front Street, 54619, Front Street, Cashton, Wisconsin, United States"
POINT EMPTY,
POINT (-90.8893672 43.5571174),"North Main Street, 54665, Viroqua, Wisconsin, United States"
POINT EMPTY,
POINT (-90.5887561 43.7253883),"State Highway 131, 54651, Ontario, Wisconsin, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-91.2401584 43.8056818),"Ferry Street, 54601, La Crosse, Wisconsin, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-87.92313599006098 43.01167135),"St. Anthony School of Milwaukee, West Historic Mitchell Street, 53204, West Historic Mitchell Street, Milwaukee, WI, United States"
POINT (-88.01400314153653 43.12032925),"8200, West Silver Spring Drive, 53225, West Silver Spring Drive, Milwaukee, WI, United States"
POINT (-87.91440031770503 43.065369399999994),"MLK Heritage Health Center, 2555, North Doctor Martin Luther King Junior Drive, 53212-2709, North Doctor Martin Luther King Junior Drive, Milwaukee, WI, United States"
POINT (-87.91226544656776 43.089809849999995),"Outreach Community Health Centers, 210, West Capitol Drive, 53212, West Capitol Drive, Glendale, WI, United States"
POINT (-88.0119918954437 43.0316197),"100A, North 80th Street, 53213, North 80th Street, Milwaukee, WI, United States"
POINT EMPTY,
POINT (-87.91226544656776 43.089809849999995),"Outreach Community Health Centers, 210, West Capitol Drive, 53212, West Capitol Drive, Glendale, WI, United States"
POINT (-87.94162110415603 43.11267985),"2400, West Villard Avenue, 53209, West Villard Avenue, Milwaukee, WI, United States"
POINT (-87.91226544656776 43.089809849999995),"Outreach Community Health Centers, 210, West Capitol Drive, 53212, West Capitol Drive, Glendale, WI, United States"
POINT (-87.92008370626979 43.08909165),"711, West Capitol Drive, 53206, West Capitol Drive, Milwaukee, WI, United States"
POINT (-87.95808029461182 43.05493415),"Lisbon Avenue Health Center, 3522, West Lisbon Avenue, 53208, West Lisbon Avenue, Milwaukee, WI, United States"
POINT (-87.9329352 43.0198328),"Cesar E. Chavez Drive, 53204, Milwaukee, Wisconsin, United States"
POINT (-87.9284538 43.1117315),"WLTQ-FM (Milwaukee);WISN-TV (Milwaukee), North 13th Street, 53209, North 13th Street, Milwaukee, WI, United States"
POINT (-88.01112748560936 43.02045485),"Milwaukee Mile, South Southern Avenue, 53214, South Southern Avenue, West Allis, WI, United States"
POINT (-87.99343248953592 43.09813015),"4437, North 65th Street, 53218, North 65th Street, Milwaukee, WI, United States"
POINT (-87.943627 43.0174699),"South 24th Street, 53215, Milwaukee, Wisconsin, United States"
POINT (-87.93640233075392 43.0237964),"Cristo Rey Jesuit High School, 1818, West National Avenue, 53204, West National Avenue, Milwaukee, WI, United States"
POINT (-87.89482066443372 43.0499383),"1516, North Farwell Avenue, 53202, North Farwell Avenue, Milwaukee, WI, United States"
POINT (-87.97209586840818 43.0280619),"American Family Field, 1, Brewers Way, 53214, Brewers Way, Milwaukee, WI, United States"
POINT (-87.93398214362263 43.0226337),"1635, West National Avenue, 53204, West National Avenue, Milwaukee, WI, United States"
POINT (-88.01112748560936 43.02045485),"Milwaukee Mile, South Southern Avenue, 53214, South Southern Avenue, West Allis, WI, United States"
POINT (-87.90029615041608 42.98568735),"3236A, South Taylor Avenue, 53207, South Taylor Avenue, Milwaukee, WI, United States"
POINT (-87.90816439316646 43.02985455),"210, South Water Street, 53204, South Water Street, Milwaukee, WI, United States"
POINT (-87.91216715429913 43.01271265),"140, West Mitchell Street, 53204, West Mitchell Street, Milwaukee, WI, United States"
POINT (-87.92639222298578 42.9979401),"2559, South 11th Street, 53215, South 11th Street, Milwaukee, WI, United States"
POINT (-87.9200804 43.0041233),"South 7th Street, 53215, Milwaukee, Wisconsin, United States"
POINT (-87.93918749469584 43.02347045),"730, South 21st Street, 53204, South 21st Street, Milwaukee, WI, United States"
POINT (-87.9222242 42.9573358),"Marriage and Family therapist counseling Milwaukee, 803, West Layton Avenue, 53221, West Layton Avenue, Milwaukee, WI, United States"
POINT (-88.1834277 43.4252776),"West Bend, 53095, Wisconsin, United States"
POINT (-88.235238 43.013648),"East North Street, 53188, Waukesha, Wisconsin, United States"
POINT (-88.213397 43.022974),"Waukesha Avenue, 53186, Waukesha, Wisconsin, United States"
POINT EMPTY,
POINT (-88.82787895095322 43.4549826),"Family Health La Clinica, 207, South University Avenue, 53916, South University Avenue, Beaver Dam, WI, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-87.754589 43.764583),"Saemann Avenue, 53081, Town of Sheboygan, Wisconsin, United States"
POINT (-87.73080648828963 43.77004005),"2304, Calumet Drive, 53081, Calumet Drive, Sheboygan, Wisconsin, United States"
POINT (-87.8121737 43.7295624),"Sheboygan Falls Post Office, 108, Maple Street, 53085, Maple Street, Sheboygan Falls, WI, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-87.81161280297866 43.72035085),"Sheboygan Falls High School, 220, Amherst Avenue, 53085, Amherst Avenue, Sheboygan Falls, WI, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
