geometry,address
POINT (-81.3972833 28.5425417),"North Orange Blossom Trail, 32805, Orlando, Florida, United States"
POINT (-81.5119023 28.6699661),"618, South Central Avenue, 32703, South Central Avenue, Apopka, FL, United States"
POINT (-81.8719191 28.5656133),"1296, West Broad Street, 34736, West Broad Street, Groveland, Florida, United States"
POINT (-81.7266611 28.8020195),"212, East Main Street, 32778, East Main Street, Tavares, FL, United States"
POINT (-81.5795504 28.5522825),"13275, West Colonial Drive, 34787, West Colonial Drive, Winter Garden, FL, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-82.064221 28.7442962),"South US 301, 33585, Sumterville, Florida, United States"
POINT (-82.064221 28.7442962),"South US 301, 33585, Sumterville, Florida, United States"
POINT (-82.064221 28.7442962),"South US 301, 33585, Sumterville, Florida, United States"
POINT (-82.0613843 28.7587056),"North US 301, 33585, Sumterville, Florida, United States"
POINT (-82.4575938 28.2188992),"Land O' Lakes, 34639, Florida, United States"
POINT (-82.7192671 28.2441768),"New Port Richey, 34652, Florida, United States"
POINT (-82.643641 28.3672144),"Hudson High School, Cobra Way, 34669, Cobra Way, Florida, United States"
POINT (-82.3117224 28.2562203),"Wesley Chapel High School, Wells Road, 33544, Wells Road, Florida, United States"
POINT (-82.3906088 28.555840449999998),"300, Jefferson Street, 34601, Jefferson Street, Brooksville, Florida, United States"
POINT (-82.1876709 28.3688018),"Martin Luther King Boulevard, 33525, Dade City, Florida, United States"
POINT (-82.1884487 28.3383807),"Dade City Avenue, 33525, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-82.67494831816242 28.21790905),"Consulate Health Care of New Port Richey Skilled Nursing Facility, Fishhawk Avenue, 34653, Fishhawk Avenue, Florida, United States"
POINT (-82.7136758 28.2298231),"3rd Avenue, 34653, New Port Richey, Florida, United States"
POINT (-82.7192671 28.2441768),"New Port Richey, 34652, Florida, United States"
POINT (-82.58496 28.487615),"Forest Oaks Boulevard, 34606, Spring Hill, Florida, United States"
POINT (-82.1884487 28.3383807),"Dade City Avenue, 33525, Florida, United States"
POINT (-82.58496 28.487615),"Forest Oaks Boulevard, 34606, Spring Hill, Florida, United States"
POINT (-82.6134334 28.8843133),"West Fort Island Trail, 34429, Crystal River, Florida, United States"
POINT (-82.6134334 28.8843133),"West Fort Island Trail, 34429, Crystal River, Florida, United States"
POINT (-82.3366121 28.8323183),"South Line Avenue, 34452, Inverness, Florida, United States"
POINT (-82.3366121 28.8323183),"South Line Avenue, 34452, Inverness, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-82.7192671 28.2441768),"New Port Richey, 34652, Florida, United States"
POINT (-82.7964926 27.9570132),"COVID-19 Drive Thru Testing - Available For Everyone, 707, Druid Road, 33756, Druid Road, Clearwater, FL, United States"
POINT (-82.7856588 27.9562561),"Jasmine Way, 33756, Clearwater, Florida, United States"
POINT (-82.7837079 28.0081559),"Magnolia Street, 34698, Palm Harbor, Florida, United States"
POINT EMPTY,
POINT (-82.65659199999999 28.03468555),"Courtyard by Marriott Tampa Oldsmar, Clarendon St, 34677, Clarendon St, Oldsmar, FL, United States"
POINT (-82.7299817 28.1468427),"Lake Tarpon Avenue, 34689, Tarpon Springs, Florida, United States"
POINT (-82.7325292 28.1462482),"E Tarpon Avenue, 34689, Tarpon Springs, Florida, United States"
POINT (-82.77504823658498 28.174121900000003),"Gulfside Elementary, 2329, Anclote Boulevard, 34691, Anclote Boulevard, Holiday, FL, United States"
POINT (-82.80095100022706 27.96526705),"Bilheimer Capitol Theatre, 405, Cleveland Street, 33755, Cleveland Street, Clearwater, FL, United States"
POINT EMPTY,
POINT (-82.63055223663369 27.7739683),"Saint Petersburg Museum of History, 2nd Avenue Northeast, 33701, 2nd Avenue Northeast, Saint Petersburg, FL, United States"
POINT (-82.64642061816494 27.7919286),"2135, 9th Street North, 33704, 9th Street North, Saint Petersburg, FL, United States"
POINT (-80.2411958 25.8323868),"Dr. Martin Luther King, Jr., Northwest 27th Avenue, 33147, Northwest 27th Avenue, FL, United States"
POINT EMPTY,
POINT (-82.48750010468146 27.9821122),"2727, W Dr. Martin Luther King Jr. Blvd, 33607, W Dr. Martin Luther King Jr. Blvd, tampa, FL, United States"
POINT (-82.4511879 27.9745869),"North Nebraska Avenue, 33605, Tampa, Florida, United States"
POINT (-82.582747 28.05603),"Sheldon Rd @ Sheldon West Dr, Sheldon Road, 33625, Sheldon Road, Tampa, FL, United States"
POINT (-82.4780685 27.9687896),"North Rome Avenue, 33607, Tampa, Florida, United States"
POINT (-82.484835 28.0254068),"West Waters Avenue, 33615, Tampa, Florida, United States"
POINT (-82.48985669999999 27.9669893),"Tampa Envios, West Columbus Drive, 33607, West Columbus Drive, Tampa, FL, United States"
POINT (-82.5052194 27.9875854),"North Dale Mabry Highway, 33614, Tampa, Florida, United States"
POINT (-82.50776508799902 27.977490699999997),"The Tejas Pradip Patel Tennis Center, 3901, West Tampa Bay Boulevard, 33614, West Tampa Bay Boulevard, Tampa, FL, United States"
POINT (-82.62002366749252 28.01866325),"Tampa Family Health Center, 12085, West Hillsborough Avenue, 33635, West Hillsborough Avenue, Tampa, FL, United States"
POINT (-82.458264233652 27.9454769),"100 North Tampa, 100, North Tampa Street, 33603, North Tampa Street, Tampa, FL, United States"
POINT (-82.5215634 27.9816337),"West Dr Martin Luther King Jr Boulevard, 33607, Tampa, Florida, United States"
POINT EMPTY,
POINT (-82.422412 28.010648),"East Sligh Avenue, 33610, Tampa, Florida, United States"
POINT (-82.6658069 27.7728832),"2nd Avenue North, 33713, Saint Petersburg, Florida, United States"
POINT (-82.45093289257812 27.963618750000002),"2105, North Nebraska Avenue, 33605, North Nebraska Avenue, Tampa, FL, United States"
POINT (-81.9570415 28.0018693),"South Florida Avenue, 33803:33813, Lakeland, Florida, United States"
POINT (-81.958155 28.055705),"North Missouri Avenue, 33805, Lakeland, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-82.11758369222608 28.017629900000003),"Suncoast Community Health Center, 801, E Baker Street, 33563, E Baker Street, Plant City, FL, United States"
POINT (-82.21734681108806 27.99600935),"14254, Dr Martin Luther King Jr Boulevard, 33527, Dr Martin Luther King Jr Boulevard, Dover, FL, United States"
POINT EMPTY,
POINT (-82.21734681108806 27.99600935),"14254, Dr Martin Luther King Jr Boulevard, 33527, Dr Martin Luther King Jr Boulevard, Dover, FL, United States"
POINT (-82.46253447426511 28.068940400000002),"302, West Fletcher Avenue, 33612, West Fletcher Avenue, FL, United States"
POINT (-82.46253447426511 28.068940400000002),"302, West Fletcher Avenue, 33612, West Fletcher Avenue, FL, United States"
POINT (-96.1822586 41.3147809),"Nebraska Avenue, 68166, Nebraska, United States"
POINT (-82.46253447426511 28.068940400000002),"302, West Fletcher Avenue, 33612, West Fletcher Avenue, FL, United States"
POINT (-82.4302578 28.0808413),"Lutz Haircutters, East Bearss Avenue, 33618, East Bearss Avenue, FL, United States"
POINT (-82.46253447426511 28.068940400000002),"302, West Fletcher Avenue, 33612, West Fletcher Avenue, FL, United States"
POINT (-82.458020775 28.039802799999997),"131, East Linebaugh Avenue, 33612, East Linebaugh Avenue, Tampa, FL, United States"
POINT (-82.626976 27.476831),"64th Street West, 34209, Bradenton, Florida, United States"
POINT (-82.626976 27.476831),"64th Street West, 34209, Bradenton, Florida, United States"
POINT (-82.5688452 27.4952166),"Request Physical Therapy, inc, 701, Manatee Avenue West, 34205, Manatee Avenue West, Bradenton, FL, United States"
POINT (-82.4546642 27.30806505),"2809, Indianwood Drive, 34232, Indianwood Drive, Sarasota, FL, United States"
POINT (-82.551564 27.493975),"Manatee Avenue East, 34208, Bradenton, Florida, United States"
POINT (-82.430558 27.589488),"82nd Lane East, 34219, Florida, United States"
POINT (-82.430558 27.589488),"82nd Lane East, 34219, Florida, United States"
POINT (-82.687323 27.471626),"124th Street West, 34210, Bradenton Beach, Florida, United States"
POINT (-82.430558 27.589488),"82nd Lane East, 34219, Florida, United States"
POINT EMPTY,
POINT (-82.430558 27.589488),"82nd Lane East, 34219, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-82.57250295388849 27.495189250000003),"Professional Building, 1023, Manatee Avenue West, 34205, Manatee Avenue West, Bradenton, FL, United States"
POINT (-82.53475973143165 27.4892195),"Norma Lloyd Park, 1024, 24th St E, 34208, 24th St E, Bradenton, FL, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-82.50090499999999 27.491245499999998),"4844, 8th Avenue East, 34208, 8th Avenue East, Bradenton, FL, United States"
POINT (-82.57269 27.495422),"Manatee Avenue West, 34205, Bradenton, Florida, United States"
POINT (-82.632088 27.482587),"70th Street West, 34209, Bradenton, Florida, United States"
POINT (-82.27506085123808 27.9027119),"2815, Manor Hill Drive, 33511, Manor Hill Drive, Brandon, FL, United States"
POINT (-82.27506085123808 27.9027119),"2815, Manor Hill Drive, 33511, Manor Hill Drive, Brandon, FL, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-82.5479198 27.3618492),"Ringling - Near Campus Housing, 34234, Sarasota, Florida, United States"
POINT (-82.5326782 27.3301931),"Brother Geenen Way, 34236, Sarasota, Florida, United States"
POINT (-82.429646 27.070055),"Scenic Drive, 34293, Venice, Florida, United States"
POINT (-81.8971969 26.6798645),"Dollar Tree, 535, Pine Island Road, 33903, Pine Island Road, North Fort Myers, FL, United States"
POINT (-82.109962917024 26.978696),"210, Walnut Avenue Northwest, 33952, Walnut Avenue Northwest, Port Charlotte, FL, United States"
POINT (-82.062255 27.009266),"Altman Avenue, 33980, Port Charlotte, Florida, United States"
POINT (-82.524231 27.349698),"North Lime Avenue, 34237, Sarasota, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-82.513953 27.350472),"North Tuttle Avenue, 34237, Sarasota, Florida, United States"
POINT (-82.3588344 26.9799719),"North Indiana Avenue, 34223, Englewood, Florida, United States"
POINT (-82.07560140825005 26.9910611),"2484, Aquilos Court, 33952, Aquilos Court, Port Charlotte, FL, United States"
POINT (-82.11001330013298 26.97376775),"204, South Waterway Drive Northwest, 33952, South Waterway Drive Northwest, Port Charlotte, FL, United States"
POINT (-81.65483538422254 26.5921209),"Beth Stacey Blvd S, Florida, United States"
POINT (-81.7354086 28.0176236),"Avenue D Southwest, 33880, Winter Haven, Florida, United States"
POINT EMPTY,
POINT (-81.6176231 28.023207),"3rd Street, 33838, Dundee, Florida, United States"
POINT (-81.5305188 27.7584543),"Wallingford Street, 33843, Frostproof, Florida, United States"
POINT (-81.624963 28.109595),"Ingraham Avenue, 33844, Haines City, Florida, United States"
POINT (-81.596427 27.900711),"West Central Avenue, 33853, Lake Wales, Florida, United States"
POINT (-81.9549598 28.0443251),"Harry's, 101, North Kentucky Avenue, 33801, North Kentucky Avenue, Lakeland, FL, United States"
POINT (-81.7299332 28.0199758),"Magnolia Avenue, 33880, Winter Haven, Florida, United States"
POINT (-81.9157822 28.0303306),"Lowry Avenue, 33801, Lakeland, Florida, United States"
POINT EMPTY,
POINT (-81.7299332 28.0199758),"Magnolia Avenue, 33880, Winter Haven, Florida, United States"
POINT (-81.624963 28.109595),"Ingraham Avenue, 33844, Haines City, Florida, United States"
POINT EMPTY,
POINT (-81.4320406 26.4427542),"Marion E Fether Medical Center, 1454, Madison Avenue West, 34142, Madison Avenue West, Immokalee, FL, United States"
POINT EMPTY,
POINT (-81.4320406 26.4427542),"Marion E Fether Medical Center, 1454, Madison Avenue West, 34142, Madison Avenue West, Immokalee, FL, United States"
POINT (-81.4320406 26.4427542),"Marion E Fether Medical Center, 1454, Madison Avenue West, 34142, Madison Avenue West, Immokalee, FL, United States"
POINT (-81.4417606 26.7517981),"Main Street, 33935, LaBelle, Florida, United States"
POINT (-80.9361533 26.7550304),"West C Owen Avenue, Clewiston, Florida, United States"
POINT EMPTY,
POINT (-80.8306565 27.251884),"Okeechobee, Northwest 8th Street, 34972, Northwest 8th Street, Okeechobee, FL, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-81.8420608 27.2237423),"East Gibson Street, 34266, Arcadia, Florida, United States"
POINT (-81.8420608 27.2237423),"East Gibson Street, 34266, Arcadia, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-81.868239 26.6047),"Broadway, 33901, Fort Myers, Florida, United States"
POINT (-81.94197144497946 26.6764832),"Del Prado Linear Park, Del Prado Boulevard North, 33909, Del Prado Boulevard North, Cape Coral, FL, United States"
POINT (-81.855768 26.65178),"WTLQ - AM (Fort Myers), Palm Beach Boulevard, 33916, Palm Beach Boulevard, Fort Myers, FL, United States"
POINT (-81.86867176362276 26.65411885),"Edison Bridge, North Tamiami Trail, 33903, North Tamiami Trail, North Fort Myers, FL, United States"
POINT (-81.870358 26.62981),"Grand Avenue, 33901, Fort Myers, Florida, United States"
POINT (-81.69853 26.638136),"Sunniland Blvd, 33971, Florida, United States"
POINT (-81.866454 26.637151),"Victoria Avenue, 33901, Fort Myers, Florida, United States"
POINT EMPTY,
POINT (-81.92716309711078 26.560381399999997),"Cape Coral Bridge, Cape Coral Parkway East, 33904, Cape Coral Parkway East, Cape Coral, Florida, United States"
POINT (-81.80557777687795 26.613834599999997),"8960, Colonial Center Drive, 33905, Colonial Center Drive, Fort Myers, Florida, United States"
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT EMPTY,
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-81.86316509404895 26.6427191),"Mother Natures Gift Shop, 1815-2, Fowler Street, 33901, Fowler Street, Fort Myers, Florida, United States"
POINT (-81.8744164 26.5845703),"Clayton Court, 33907, Fort Myers, Florida, United States"
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-81.91264783744548 26.6626033),"North Fort Myers High School, Iris Drive, 33903, Iris Drive, North Fort Myers, Florida, United States"
POINT EMPTY,
POINT (-81.9406975 26.6456655),"Pete‘ Fish & Chips, Del Prado Blvd. S, 33990, Del Prado Blvd. S, Cape Coral, FL, United States"
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-81.8468213 26.6572305),"Palm Beach Boulevard, 33916, Fort Myers, Florida, United States"
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT EMPTY,
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT EMPTY,
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-81.69853 26.638136),"Sunniland Blvd, 33971, Florida, United States"
POINT (-81.867755 26.674259),"New Post Road, 33903, North Fort Myers, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-81.8718183 26.5950692),"South Cleveland Avenue, 33907, Fort Myers, Florida, United States"
POINT EMPTY,
POINT (-81.8840848 26.6728666),"North Fort Myers, 33903, Florida, United States"
POINT (-80.1688633 26.2336929),"Northwest 3rd Street, 33069, Pompano Beach, Florida, United States"
POINT (-80.1688633 26.2336929),"Northwest 3rd Street, 33069, Pompano Beach, Florida, United States"
POINT EMPTY,
POINT (-80.08484180071244 26.75187905),"Echo Lake Park, 2000, Pinehurst Drive, 33407, Pinehurst Drive, West Palm Beach, FL, United States"
POINT EMPTY,
POINT (-80.0624571 26.7125151),"West Palm Beach, South Tamarind Avenue, 33401, South Tamarind Avenue, West Palm Beach, FL, United States"
POINT (-80.67388 26.690546),"NW Avenue East, 33430, Belle Glade, Florida, United States"
POINT (-80.0624571 26.7125151),"West Palm Beach, South Tamarind Avenue, 33401, South Tamarind Avenue, West Palm Beach, FL, United States"
POINT (-80.0624571 26.7125151),"West Palm Beach, South Tamarind Avenue, 33401, South Tamarind Avenue, West Palm Beach, FL, United States"
POINT (-80.0534638 26.7161766),"North Dixie Highway, 33401, West Palm Beach, Florida, United States"
POINT (-80.6675577 26.6845104),"Belle Glade, 33430, Florida, United States"
POINT (-80.1771561 26.1191018),"Marshalls, 2660 W, Southwest 27th Avenue, 33312, Southwest 27th Avenue, Fort Lauderdale, FL, United States"
POINT (-80.2165823 26.1646804),"West Oakland Park Boulevard, 33311, Lauderdale Lakes, Florida, United States"
POINT (-80.1771561 26.1191018),"Marshalls, 2660 W, Southwest 27th Avenue, 33312, Southwest 27th Avenue, Fort Lauderdale, FL, United States"
POINT (-80.1771561 26.1191018),"Marshalls, 2660 W, Southwest 27th Avenue, 33312, Southwest 27th Avenue, Fort Lauderdale, FL, United States"
POINT (-80.0928743 26.7028892),"Osceola Drive, 33409, West Palm Beach, Florida, United States"
POINT (-80.3683058 27.2685153),"Southwest Port Saint Lucie Boulevard, 34953, Port Saint Lucie, Florida, United States"
POINT EMPTY,
POINT (-80.3570072 27.4415554),"Florida Avenue, 34947, Fort Pierce, Florida, United States"
POINT (-80.2907591 27.2750823),"US Highway 1, 34952, Port Saint Lucie, Florida, United States"
POINT (-80.33922529752769 27.44314975),"Florida Community Health Centers Inc., 1505, Delaware Avenue, 34950, Delaware Avenue, Fort Pierce, FL, United States"
POINT (-80.3428096 27.4413793),"Pierce Street, 34950, Fort Pierce, Florida, United States"
POINT EMPTY,
POINT (-80.2907591 27.2750823),"US Highway 1, 34952, Port Saint Lucie, Florida, United States"
POINT (-80.3503283 27.2939333),"Port Saint Lucie, Florida, United States"
POINT (-80.05592659756701 26.8237944),"North Palm Beach, 33408, Florida, United States"
POINT (-80.1341951 26.7081566),"Citibank, 5867, Okeechobee Boulevard, 33417, Okeechobee Boulevard, West Palm Beach, FL, United States"
POINT EMPTY,
POINT (-80.3428096 27.4413793),"Pierce Street, 34950, Fort Pierce, Florida, United States"
POINT (-80.0705943 26.5535585),"Boynton Beach, 33426, Boynton Beach, Florida, United States"
POINT (-80.08760229380776 26.6418075),"2330, South Congress Avenue, 33406, South Congress Avenue, Palm Springs, FL, United States"
POINT (-80.0637366574183 26.525136),"112, Southeast 2nd Avenue, 33435, Southeast 2nd Avenue, Boynton Beach, FL, United States"
POINT (-80.0705943 26.5535585),"Boynton Beach, 33426, Boynton Beach, Florida, United States"
POINT (-80.0755484 26.4627352),"Delray Beach Tennis Center, Northwest 3rd Avenue, 33444, Northwest 3rd Avenue, Delray Beach, Florida, United States"
POINT (-80.0569927 26.6159698),"Lake Worth Beach, 33460, Florida, United States"
POINT (-80.0631726 26.5919291),"Lantana - Lake Worth Health Center, 1250, Southwinds Drive, 33462, Southwinds Drive, Florida, United States"
POINT (-80.1472506 26.1664274),"West Oakland Park Boulevard, 33311, Florida, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-80.09933004999999 26.3923841),"Boca Raton, El Rio Trail, 33431, El Rio Trail, Boca Raton, Florida, United States"
POINT (-80.25032599283894 26.3601542),"West Boca Raton Community High School, Glades Road, 33428, Glades Road, FL, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-80.13225277854188 25.78606475),"1420, Washington Avenue, 33139, Washington Avenue, Miami Beach, FL, United States"
POINT (-80.1327821 25.7995596),"2231, Prairie Avenue, 33139, Prairie Avenue, Miami Beach, FL, United States"
POINT (-80.13474133418691 25.81582125),"Polo Park, 4301, North Michigan Avenue, 33140, North Michigan Avenue, Miami Beach, United States"
POINT (-80.1306943759377 25.8148162),"4100, Prairie Avenue, 33140, Prairie Avenue, Miami Beach, FL, United States"
POINT (-80.1463453 25.8483553),"East Treasure Drive, 33141, North Bay Village, Florida, United States"
POINT (-80.2027984 25.9850554),"West Park Car Accident Lawyer Group, 5801, W Hallandale Beach Blvd, 33023, W Hallandale Beach Blvd, West Park, FL, United States"
POINT (-80.1353014 25.7797246),"912, Euclid Avenue, 33139, Euclid Avenue, Miami Beach, FL, United States"
POINT EMPTY,
POINT (-80.2380360609186 25.92027775),"Bunche Park Elementary School, Northwest 22nd Court, 33054, Northwest 22nd Court, FL, United States"
POINT EMPTY,
POINT (-80.3127718 25.8291431),"6109, Northwest 72nd Avenue, 33166, Northwest 72nd Avenue, Miami, FL, United States"
POINT (-80.22020666280542 25.89495905),"Benjamin Franklin K-8 Center, 13100, Northwest 12th Avenue, 33168, Northwest 12th Avenue, North Miami, FL, United States"
POINT (-80.27068544105553 25.9175201),"Florida Memorial University, 15800, N.W. 42nd Avenue, 33054, N.W. 42nd Avenue, Miami Gardens, FL, United States"
POINT (-80.3001037 25.9115125),"6155, Miami Lakes Drive, 33014, Miami Lakes Drive, Miami Lakes, FL, United States"
POINT (-80.2020372 25.8520294),"304, Northwest 84th Terrace, 33150, Northwest 84th Terrace, Miami, FL, United States"
POINT (-80.2419793 25.8097178),"2826, Northwest 37th Street, 33142, Northwest 37th Street, Miami, FL, United States"
POINT (-80.2503271 25.9023168),"Opa-locka, 33054, Florida, United States"
POINT (-80.19993312877997 25.8670845),"100, Northwest 100th Terrace, 33150, Northwest 100th Terrace, Miami Shores, FL, United States"
POINT EMPTY,
POINT (-78.8193595179375 35.9800234),"Oak Grove Elementary School, Wake Forest Highway, 27703, Wake Forest Highway, NC, United States"
POINT (-80.215233732077 25.8697872),"Van E Blanton Elementary School, Northwest 103rd Street, 33153, Northwest 103rd Street, FL, United States"
POINT (-80.41054404237954 25.7638319),"405, Southwest 133rd Court, 33184, Southwest 133rd Court, Miami, FL, United States"
POINT (-80.4434265 25.7376297),"3138, Southwest 153rd Place, 33185, Southwest 153rd Place, Miami, FL, United States"
POINT (-80.443666 25.7374358),"3155, Southwest 153rd Path, 33185, Southwest 153rd Path, Miami, FL, United States"
POINT (-80.4434265 25.7376297),"3138, Southwest 153rd Place, 33185, Southwest 153rd Place, Miami, FL, United States"
POINT (-80.4434265 25.7376297),"3138, Southwest 153rd Place, 33185, Southwest 153rd Place, Miami, FL, United States"
POINT (-80.1390596253478 25.971450400000002),"3139, Northeast 211th Street, 33180, Northeast 211th Street, Aventura, FL, United States"
POINT (-80.1390596253478 25.971450400000002),"3139, Northeast 211th Street, 33180, Northeast 211th Street, Aventura, FL, United States"
