geometry,address
POINT (-122.9089685 42.379635),"Jewett Elementary School, 1001, Manzanita Street, 97502, Manzanita Street, Central Point, Oregon, United States"
POINT (-122.8809766 42.345213),"North Riverside Avenue, 97501, Medford, Oregon, United States"
POINT (-122.887643 42.323693),"West Main Street, 97501, Medford, Oregon, United States"
POINT (-122.87147812949435 42.326107449999995),"Craterian Ginger Rogers Theater, 23, South Central Avenue, 97501, South Central Avenue, Medford, OR, United States"
POINT (-122.82043994112595 42.272764800000004),"Phoenix Elementary School, 215, North Rose Street, 97535, North Rose Street, Phoenix, OR, United States"
POINT (-122.8853325 42.3720817),"Table Rock Road, 97502, Central Point, Oregon, United States"
POINT (-122.955316 42.390241),"Scenic Avenue, 97502, Central Point, Oregon, United States"
POINT (-122.79117755351844 42.2408365),"Talent Elementary School, 307, Wagner Creek Road, 97540, Wagner Creek Road, Talent, Oregon, United States"
POINT (-122.79413495280313 42.23894165),"Talent Middle School, 102, Christian Avenue, 97540, Christian Avenue, Talent, Oregon, United States"
POINT (-122.8870386 42.3083197),"Peachwood Court, 97501, Medford, Oregon, United States"
POINT (-122.8904609 42.389407),"Twin Pines Court, 97502, Central Point, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-122.887643 42.323693),"West Main Street, 97501, Medford, Oregon, United States"
POINT (-122.89808 42.312237),"West Stewart Avenue, 97501, Medford, Oregon, United States"
POINT EMPTY,
POINT (-121.6852186 43.4792711),"Mississippi Drive, 97737, Oregon, United States"
POINT EMPTY,
POINT (-121.50322765203227 43.675044549999996),"La Pine Community Health Center, 51600, Huntington Road, 97739, Huntington Road, La Pine, OR, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-122.71492295984378 42.20031025),"Community Health Center, 99, Central Avenue, 97520, Central Avenue, Ashland, OR, United States"
POINT (-122.6991634 42.1888672),"South Mountain Avenue, 97520, Ashland, Oregon, United States"
POINT (-122.8380011 42.3286279),"East Main Street, 97504, Medford, Oregon, United States"
POINT (-122.564621 42.538805),"Laurel Avenue, 97522, Butte Falls, Oregon, United States"
POINT (-122.800315 42.4721362),"Antelope Creek Covered Bridge, Antelope Creek Covered Bridge, 97524, Antelope Creek Covered Bridge, Eagle Point, Oregon, United States"
POINT (-122.80321 42.4740044),"North Platt Avenue, 97524, Eagle Point, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-122.863014 42.3278897),"Myrtle Street, 97501, Medford, Oregon, United States"
POINT (-122.49000378569632 42.7415606),"Prospect State Airport, Mill Creek Drive, 97536, Mill Creek Drive, OR, United States"
POINT (-122.8380011 42.3286279),"East Main Street, 97504, Medford, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-122.82846427323724 42.43737555),"White Mountain Middle School, 550, Wilson Way, 97503, Wilson Way, White City, OR, United States"
POINT (-123.3279107 42.4514556),"Northwest Hawthorne Avenue, 97526, Grants Pass, Oregon, United States"
POINT (-123.65310578642223 42.1710671),"Evergreen Elementary School, 520, West River Street, 97523, West River Street, Cave Junction, OR, United States"
POINT (-123.63261582647513 42.1663748),"Illinois Valley High School, 625, East River Street, 97523, East River Street, Cave Junction, Oregon, United States"
POINT (-123.645089 42.159926),"South Junction Avenue, 97523, Cave Junction, Oregon, United States"
POINT (-123.3226687 42.4653685),"North Grants Pass Interchange Connection #1, 97526, Grants Pass, Oregon, United States"
POINT (-123.3279107 42.4514556),"Northwest Hawthorne Avenue, 97526, Grants Pass, Oregon, United States"
POINT EMPTY,
POINT (-123.2738846 43.0384107),"North Myrtle Avenue, 97457, Myrtle Creek, Oregon, United States"
POINT (-123.2896784 43.0274709),"Northwest Division Street, 97457, Myrtle Creek, Oregon, United States"
POINT EMPTY,
POINT (-122.58866123874814 45.54753845),"3418, Northeast 72nd Avenue, 97213, Northeast 72nd Avenue, Portland, OR, United States"
POINT (-79.72305589552958 44.580080291795056),"4500, Line 2 North, L0L 1V0, Line 2 North, Oro-Medonte, Ontario, Canada"
POINT EMPTY,
POINT EMPTY,
POINT (-117.2542765 43.9831183),"Washington Street West, 97918, Vale, Oregon, United States"
POINT (-117.2775659 45.4300627),"North River Street, 97828, Enterprise, Oregon, United States"
POINT (-117.27777407283952 45.4208326),"Enterprise Electric & Rental, 606, South River Street, 97828, South River Street, Enterprise, OR, United States"
POINT (-117.23042816676453 45.3555939),"The Sports Corral, 401, North Main Street, 97846, North Main Street, Joseph, OR, United States"
POINT EMPTY,
POINT (-122.5668433 45.5226183),"East Burnside Street, 97216, Portland, Oregon, United States"
POINT (-122.5668433 45.5226183),"East Burnside Street, 97216, Portland, Oregon, United States"
POINT (-122.69539831693487 45.519748899999996),"1150, Southwest King Avenue, 97205, Southwest King Avenue, Portland, OR, United States"
POINT (-122.51159659236336 45.50963635),"1843, Southeast 148th Avenue, 97233, Southeast 148th Avenue, Portland, OR, United States"
POINT (-122.6669364 45.5628977),"North Williams Avenue, 97227, Portland, Oregon, United States"
POINT (-111.8893419 40.5204166),"12675 South, 84020, Draper, Utah, United States"
POINT (-122.49354373366756 45.4155232),"14897, Southeast Parklane Drive, 97015, Southeast Parklane Drive, Happy Valley, OR, United States"
POINT EMPTY,
POINT (-122.25431580966415 45.3985655),"39740, Hood Street, 97055, Hood Street, Sandy, Oregon, United States"
POINT (-122.60697148141085 45.50342955),"Franklin High School, 5405, Southeast Woodward Street, 97206, Southeast Woodward Street, Portland, OR, United States"
POINT (-122.67206070235285 45.561368349999995),"Jefferson High School, 5210, North Kerby Avenue, 97217, North Kerby Avenue, Portland, OR, United States"
POINT (-122.59317430137212 45.562495150000004),"6736, Northeast Killingsworth Street, 97218, Northeast Killingsworth Street, Portland, Oregon, United States"
POINT (-122.53232644389198 45.50369705),"Multnomah County, Mid-County Health Center, 12710, Southeast Division Street, 97236, Southeast Division Street, Portland, OR, United States"
POINT (-122.75745984699911 45.592355),"9000, North Lombard Street, 97203, North Lombard Street, Portland, OR, United States"
POINT (-122.66183247151788 45.5622791),"Walnut Park Complex, 5329, Northeast Martin Luther King Junior Boulevard, 97211, Northeast Martin Luther King Junior Boulevard, Portland, OR, United States"
POINT (-122.54114601927422 45.553536199999996),"Parkrose High School, 12003, Northeast Shaver Street, 97220, Northeast Shaver Street, Portland, OR, United States"
POINT (-122.37853438409091 45.5304879),"1481, Southeast Evans Avenue, 97060, Southeast Evans Avenue, Troutdale, Oregon, United States"
POINT (-122.73872383393393 45.589904849999996),"Roosevelt High School, 6941, North Central Street, 97203, North Central Street, Portland, OR, United States"
POINT (85.8555038 20.280655),"Sai Shradha Smile Dental Clinic, Satya Nagar Flyover Road, 751006, Satya Nagar Flyover Road, Bhubaneswar Municipal Corporation, Odhisa, India"
POINT (-122.65828045 45.5368323),"703, Northeast Hancock Street, 97212, Northeast Hancock Street, Portland, Oregon, United States"
POINT (-122.53556216508201 45.5220068),"NARA Wellness Center & Youth Center, 12360, East Burnside Street, 97233, East Burnside Street, Portland, OR, United States"
POINT (-121.5183131 45.6966365),"Pacific Avenue, 97031, Hood River, Oregon, United States"
POINT (-121.5183131 45.6966365),"Pacific Avenue, 97031, Hood River, Oregon, United States"
POINT (-121.5183131 45.6966365),"Pacific Avenue, 97031, Hood River, Oregon, United States"
POINT (-121.5438433 45.6858199),"Indian Creek Road, 97031, Oregon, United States"
POINT (-122.62229670012755 45.504565400000004),"OHSU Family Medicine at Richmond, 3930, Southeast Division Street, 97202, Southeast Division Street, Portland, OR, United States"
POINT (-122.69582909959948 45.51509835),"1681, Southwest Montgomery Drive, 97201, Southwest Montgomery Drive, Portland, OR, United States"
POINT EMPTY,
POINT (-122.5005545 45.5222875),"East Burnside Street, 97233, Portland, Oregon, United States"
POINT (-122.5117732 45.5214437),"113, Southeast 148th Avenue, 97233, Southeast 148th Avenue, Portland, Oregon, United States"
POINT (-122.6744836579733 45.525583999999995),"Portland New Chinatown-Japantown Historic District, Northwest Couch Street, 97240, Northwest Couch Street, Portland, OR, United States"
POINT (-122.4712542 45.5194963),"WorkSource Portland Metro - Gresham, 18633, Southeast Stark Street, 97233, Southeast Stark Street, Portland, OR, United States"
POINT (-122.4712542 45.5194963),"WorkSource Portland Metro - Gresham, 18633, Southeast Stark Street, 97233, Southeast Stark Street, Portland, OR, United States"
POINT (-122.56648052416074 45.49532135),"SE Powell Blvd, I-205 Multi-Use Path, 97266, I-205 Multi-Use Path, Portland, Oregon, United States"
POINT (-122.58826602488332 45.48925545),"4617, Southeast 73rd Avenue, 97206, Southeast 73rd Avenue, Portland, Oregon, United States"
POINT EMPTY,
POINT (-122.695814016171 45.514722199999994),"1680, Southwest Montgomery Drive, 97201, Southwest Montgomery Drive, Portland, OR, United States"
POINT (-122.5503496800718 45.52367595),"200, Northeast 109th Avenue, 97220, Northeast 109th Avenue, Portland, OR, United States"
POINT (-122.5394215 45.5236284),"125, Northeast 120th Avenue, 97220, Northeast 120th Avenue, Portland, Oregon, United States"
POINT (-123.344098 43.2092392),"Adapt Roseburg, 548, Southeast Jackson Street, 97470, Southeast Jackson Street, Roseburg, OR, United States"
POINT (-123.3511909 43.2146806),"West Madrone Street, 97470, Roseburg, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-124.497327 42.745665),"Port Orford, 97465, Oregon, United States"
POINT EMPTY,
POINT (-124.4966484 42.7466334),"Tichenor Street, 97465, Port Orford, Oregon, United States"
POINT (-123.597057 44.382614),"East Alder Street, 97324, Oregon, United States"
POINT EMPTY,
POINT (-123.27416 44.577171),"Northwest 20th Street, 97331, Corvallis, Oregon, United States"
POINT EMPTY,
POINT (-123.2655834 44.5444226),"121, Southeast Viewmont Avenue, 97333, Southeast Viewmont Avenue, Corvallis, OR, United States"
POINT (-123.2974678 44.3120224),"Dragon Drive, 97456, Monroe, Oregon, United States"
POINT (-123.15447711674108 44.07834815),"3655, Pattison Street, 97402, Pattison Street, Eugene, OR, United States"
POINT (-123.09495195171303 44.0485195),"Eugene Public Library, 100, West 10th Avenue, 97401, West 10th Avenue, Eugene, Oregon, United States"
POINT (-123.09607297170237 44.092328499999994),"Delta Oaks Lane County Community Health Center, 1022, Green Acres Road, 97408, Green Acres Road, Eugene, OR, United States"
POINT EMPTY,
POINT (-123.05772430517942 44.0748954),"3451, Parish Street, 97401, Parish Street, Eugene, OR, United States"
POINT (-122.9995706 44.0595504),"Olympic Street, 97477, Springfield, Oregon, United States"
POINT EMPTY,
POINT (-123.99633881506158 44.99817385),"4422, Northeast Devils Lake Boulevard, 97367, Northeast Devils Lake Boulevard, Lincoln City, OR, United States"
POINT (-124.0385413 44.6055322),"200 Road, 97366, Newport, Oregon, United States"
POINT EMPTY,
POINT (-124.0466789 44.6409224),"Northeast Eads Street, 97365, Newport, Oregon, United States"
POINT (-124.01538612683956 44.9378261),"3780, Southeast Spyglass Ridge Drive, 97367, Southeast Spyglass Ridge Drive, Lincoln City, OR, United States"
POINT EMPTY,
POINT (-124.06755735989037 44.4055419),"Waldport High School, 3000, South Crestline Drive, 97394, South Crestline Drive, Lincoln City, OR, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-123.3558513 43.2138772),"West Harvard Avenue, 97470, Roseburg, Oregon, United States"
POINT EMPTY,
POINT (-123.3360154 43.3851177),"Ponderosa Drive, 97479, Sutherlin, Oregon, United States"
POINT EMPTY,
POINT (-123.3164789 43.6620968),"West A Avenue, 97435, Drain, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-124.2174647 43.3678937),"Coos Bay, 97420, Oregon, United States"
POINT EMPTY,
POINT (-124.2174647 43.3678937),"Coos Bay, 97420, Oregon, United States"
POINT (-121.33809169123843 44.06154545),"1229, Northwest Rockwood Lane, 97702, Northwest Rockwood Lane, Bend, OR, United States"
POINT (-123.08937190271763 44.04420090000001),"1415, Pearl Street, 97401, Pearl Street, Eugene, OR, United States"
POINT (-123.13813797229436 44.085282250000006),"Emerald Park, 1400, Lake Drive, 97404, Lake Drive, Eugene, OR, United States"
POINT (-123.13813797229436 44.085282250000006),"Emerald Park, 1400, Lake Drive, 97404, Lake Drive, Eugene, OR, United States"
POINT (-122.9287998 44.5398442),"16th Place, 97355, Lebanon, Oregon, United States"
POINT (-122.7253624 44.3970691),"Sweet Home High School, Long Street, 97386, Long Street, Sweet Home, OR, United States"
POINT (-122.6067583 45.3573429),"Oregon City, 97045, Oregon, United States"
POINT EMPTY,
POINT (-122.60084676383278 45.334246199999995),"Hilltop Behavioral Health Center, 998, Library Court, 97045, Library Court, Oregon City, OR, United States"
POINT (-122.6067583 45.3573429),"Oregon City, 97045, Oregon, United States"
POINT EMPTY,
POINT (-122.6007851358515 45.333118799999994),"Stewart Community Center, 1002, Library Court, 97045, Library Court, Oregon City, OR, United States"
POINT (-122.7050688130137 45.428994599999996),"Parkridge Apartments, 200, Greenridge Drive, 97035, Greenridge Drive, Lake Oswego, OR, United States"
POINT (-121.177514 44.2765135),"West Antler Avenue, 97756, Redmond, Oregon, United States"
POINT (-121.30781976729924 44.0597494),"Mum's Tattoo, 19, Northwest Greenwood Avenue, 97703, Northwest Greenwood Avenue, Bend, OR, United States"
POINT (-121.3056314692239 44.0606395),"Miller Lumber, 110, Northeast Greenwood Avenue, 97701, Northeast Greenwood Avenue, Bend, OR, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-121.30570959992662 44.05823805),"100, Northeast Hawthorne Avenue, 97701, Northeast Hawthorne Avenue, Bend, OR, United States"
POINT (-121.3134706 44.05858215),"Navidi's, 120, Northwest Minnesota Avenue, 97703, Northwest Minnesota Avenue, Bend, OR, United States"
POINT (-121.29952046233268 44.273089850000005),"120, Highland Meadow Loop, 97756, Highland Meadow Loop, Redmond, OR, United States"
POINT (-121.19180606986234 44.274372799999995),"Redmond High School, 675, Southwest Rimrock Way, 97756, Southwest Rimrock Way, Redmond, OR, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-122.6486484 45.4746885),"Branches, 6656, Southeast Milwaukie Avenue, 97202, Southeast Milwaukie Avenue, Portland, OR, United States"
POINT EMPTY,
POINT (-122.59689759699313 45.3453456),"728, Molalla Avenue, 97045, Molalla Avenue, Oregon City, OR, United States"
POINT (-122.64582074883143 45.4684599),"7764, Southeast 18th Avenue, 97202, Southeast 18th Avenue, Portland, Oregon, United States"
POINT (-122.64582074883143 45.4684599),"7764, Southeast 18th Avenue, 97202, Southeast 18th Avenue, Portland, Oregon, United States"
POINT EMPTY,
POINT (-122.70146961959404 45.47840395),"2302, Southwest Bertha Boulevard, 97239, Southwest Bertha Boulevard, Portland, OR, United States"
POINT (-122.70146961959404 45.47840395),"2302, Southwest Bertha Boulevard, 97239, Southwest Bertha Boulevard, Portland, OR, United States"
POINT (-122.70146961959404 45.47840395),"2302, Southwest Bertha Boulevard, 97239, Southwest Bertha Boulevard, Portland, OR, United States"
POINT (-123.0320307 44.945578),"694, Church Street Northeast, 97301, Church Street Northeast, Salem, OR, United States"
POINT (-123.0608789 44.8996883),"Neelon Drive South, 97302, Salem, Oregon, United States"
POINT EMPTY,
POINT (-123.2233531 44.8496309),"Atwater Street North, 97351, Monmouth, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-122.75068582538648 45.39463205),"Alder Dental Group, 7110, Southwest Hazel Fern Road, 97224, Southwest Hazel Fern Road, Tigard, OR, United States"
POINT (-123.1609876 45.2015842),"Virginia Garcia Clinic, 115, NE May Lane, 97128, NE May Lane, McMinnville, Oregon, United States"
POINT (-122.94772552493578 45.3056605),"103, North Springbrook Road, 97132, North Springbrook Road, Newberg, OR, United States"
POINT (-122.969346 45.299895),"106, South Center Street, 97132, South Center Street, Newberg, Oregon, United States"
POINT (-122.83137496766443 45.51031345),"Nike World Headquarters, 1, Southwest Bowerman Drive, 97005, Southwest Bowerman Drive, Beaverton, OR, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-122.9832138 44.9545758),"5150 Tattoo, Lancaster Drive Northeast, 97309, Lancaster Drive Northeast, Salem, OR, United States"
POINT (-122.8426495 45.1516023),"Mount Hood Avenue, 97071, Woodburn, Oregon, United States"
POINT (-122.8426495 45.1516023),"Mount Hood Avenue, 97071, Woodburn, Oregon, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-115.19604695661889 36.2101116),"North Las Vegas Airport, Airport Drive, 89107, Airport Drive, North Las Vegas, NV, United States"
POINT (-115.16622877558865 36.1219124),"Sands Expo, Sands Avenue, 89109, Sands Avenue, Las Vegas, NV, United States"
POINT (-115.0773657 36.1733088),"Domino's, East Bonanza Road, 89110, East Bonanza Road, Las Vegas, NV, United States"
POINT (-115.182131 36.0537631),"Sky Zone, 7440, Dean Martin Drive, 89139, Dean Martin Drive, Las Vegas, NV, United States"
POINT (-115.1188909 36.1446729),"South Eastern Avenue, 89104, Las Vegas, Nevada, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-115.216992 36.123394),"Sprayable Energy, S Lindell Rd, 89139, S Lindell Rd, Las Vegas, NV, United States"
POINT (-115.05038578263796 36.096562750000004),"Clark County Fire Station Number 17, Andover Drive, 89112, Andover Drive, Whitney, NV, United States"
POINT (-115.14643677304232 36.1357216),"Las Vegas Country Club, Joe W Brown Drive, 89109, Joe W Brown Drive, Las Vegas, NV, United States"
POINT (-115.16272043243204 36.13756015),"Travelodge by Wyndham Las Vegas, 2830, South Las Vegas Boulevard, 89104-2530, South Las Vegas Boulevard, Las Vegas, NV, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-119.82440945420603 39.523783),"107, Vine Street, 89503, Vine Street, Reno, NV, United States"
POINT (-119.79740496256542 39.5245288),"Pickett Park, 250, Kirman Avenue, 89502, Kirman Avenue, Reno, NV, United States"
POINT (-119.8036869 39.51571465),"Wells Avenue Medical/Dental Center, 1055, South Wells Avenue, 89502, South Wells Avenue, Reno, Nevada, United States"
POINT (-119.84113144755953 39.54476345),"2480, Keystone Avenue, 89503, Keystone Avenue, Reno, NV, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-117.23055949469948 38.0680936),"Jim Butler Inn & Suites, 100, North Main Street, 89049, North Main Street, Tonopah, NV, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-114.6656221 41.989863),"Lady Luck Drive, 89825, Jackpot, Nevada, United States"
POINT (-119.77439951190503 39.1884864),"3590 N Carson Street, Carson City NV, Carson City, Nevada, United States"
POINT (-119.6484303 39.3131516),"Virginia Engine Company No. 1, North C Street, 89440, North C Street, Virginia City, NV, United States"
POINT (-119.7686059 39.1645837),"West Musser Street, 89703, Carson City, Nevada, United States"
POINT EMPTY,
POINT (-114.07567240697402 40.73970945),"Wendover Commutity Health Center, 925, Wells Avenue, 89883, Wells Avenue, West Wendover, Nevada, United States"
POINT (-119.81602117134356 39.5202783),"445, California Avenue, 89509, California Avenue, Reno, NV, United States"
POINT (-119.82368369987825 39.530644949999996),"Saint Mary's Childrens Garden, 595, Bell Street, 89503, Bell Street, Reno, NV, United States"
POINT EMPTY,
POINT (-115.172559 36.0275714),"SB Las Vegas after Pebble, South Las Vegas Boulevard, 89123, South Las Vegas Boulevard, NV, United States"
POINT EMPTY,
POINT (-115.16472334097159 36.138412450000004),"Circus Circus Las Vegas Skyrise Tower, Las Vegas Blvd, 89169, Las Vegas Blvd, Las Vegas, NV, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-115.06490974827585 36.108528),"4966, Lana Drive, 89121, Lana Drive, Las Vegas, NV, United States"
POINT EMPTY,
POINT (-115.11777335 36.2004057),"North Las Vegas Library, Civic Center Drive, 89030, Civic Center Drive, North Las Vegas, NV, United States"
POINT (-115.1610252 36.2133363),"North Martin L King Boulevard, 89032, North Las Vegas, Nevada, United States"
POINT (-115.1610941 36.2158983),"North Martin L King Boulevard, 89032, North Las Vegas, Nevada, United States"
POINT (-115.19604695661889 36.2101116),"North Las Vegas Airport, Airport Drive, 89107, Airport Drive, North Las Vegas, NV, United States"
POINT (-115.19604695661889 36.2101116),"North Las Vegas Airport, Airport Drive, 89107, Airport Drive, North Las Vegas, NV, United States"
POINT (-115.19604695661889 36.2101116),"North Las Vegas Airport, Airport Drive, 89107, Airport Drive, North Las Vegas, NV, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-115.16078 36.193522),"Mount Mariah Drive, 89106, Las Vegas, Nevada, United States"
POINT (-115.16078 36.193522),"Mount Mariah Drive, 89106, Las Vegas, Nevada, United States"
POINT (-115.118823 36.1921419),"East Tonopah Avenue, 89030, North Las Vegas, Nevada, United States"
POINT (-115.25465567918945 36.2781206),"Hydro Water Heater Repair, 1700, Windchime Dr, 89106, Windchime Dr, Las Vegas, NV, United States"
POINT (-115.16078 36.193522),"Mount Mariah Drive, 89106, Las Vegas, Nevada, United States"
POINT (-115.11777335 36.2004057),"North Las Vegas Library, Civic Center Drive, 89030, Civic Center Drive, North Las Vegas, NV, United States"
POINT EMPTY,
POINT (-115.16472334097159 36.138412450000004),"Circus Circus Las Vegas Skyrise Tower, Las Vegas Blvd, 89169, Las Vegas Blvd, Las Vegas, NV, United States"
POINT (-115.20988797309977 36.170998499999996),"Southern Nevada Health District, 280, South Decatur Boulevard, 89107, South Decatur Boulevard, Las Vegas, NV, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
