geometry,address
POINT (-88.48381074919396 32.83067365),"Tubb-May Memorial Library, Kemper Street, 39358, Kemper Street, Scooba, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-88.99289421736646 31.894681900000002),"Heidelberg Cemetery, North Pine Avenue, 39439, North Pine Avenue, Heidelberg, MS, United States"
POINT (-88.71136287862092 31.8991101),"Odoms Industries Warehouse, Highway 45, 39360, Highway 45, Shubuta, MS, United States"
POINT (-88.71136287862092 31.8991101),"Odoms Industries Warehouse, Highway 45, 39360, Highway 45, Shubuta, MS, United States"
POINT EMPTY,
POINT (-89.560446 31.646875),"North Dogwood Avenue, 39428, Collins, Mississippi, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-89.49999013639795 31.55998245),"Seminary Middle School, 200, West Main Street, 39479, West Main Street, Seminary, MS, United States"
POINT EMPTY,
POINT (-89.5023035577386 31.56099915),"Seminary at River Cemetery, Elm Avenue, 39479, Elm Avenue, Seminary, MS, United States"
POINT (-89.3814127 31.611129),"2, Maybelle Road, 39479, Maybelle Road, Seminary, MS, United States"
POINT (-89.3269469653527 30.3100533),"109, Court Street, 39520, Court Street, Bay Saint Louis, MS, United States"
POINT (-88.96937171394289 30.43219625),"2209, Popps Ferry Road, 39532, Popps Ferry Road, Biloxi, MS, United States"
POINT EMPTY,
POINT (-89.1080668 30.4823996),"Gulfport Fire Department Station 8, Old Highway 49, 39503, Old Highway 49, Gulfport, MS, United States"
POINT (-88.5381836 30.4543645),"Moss Point Fire Department, Elder Ferry Road, 39563, Elder Ferry Road, Moss Point, MS, United States"
POINT EMPTY,
POINT (-89.0871098909116 30.40427445),"15024, Martin Luther King Jr Boulevard, 39501, Martin Luther King Jr Boulevard, Gulfport, MS, United States"
POINT (-88.56240557494964 31.157403950000003),"Fred's, 951, Main Street, 39451, Main Street, Leakesville, MS, United States"
POINT (-88.5892398 30.9256258),"Lucedale Fire Department, Oak Street, 39452, Oak Street, Lucedale, MS, United States"
POINT (-88.94362037679775 30.40243995),"2935, Pass Road, 39531, Pass Road, Biloxi, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-89.32382062217286 30.316094649999997),"600, North Beach Boulevard, 39520, North Beach Boulevard, Bay Saint Louis, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-88.50438305936999 30.401625199999998),"6312, Martin Luther King Boulevard, 39567, Martin Luther King Boulevard, Moss Point, Mississippi, United States"
POINT (-88.53012380600897 31.14543935),"Leakesville Elementary School, 175, Annex Road, 39451, Annex Road, Leakesville, MS, United States"
POINT (-88.5541881 31.1549039),"Leakesville Methodist Church, Main Street, 39451, Main Street, Leakesville, MS, United States"
POINT (-88.5422381 30.4015882),"Magnolia Community Center, Monarch Street, 39567, Monarch Street, Moss Point, MS, United States"
POINT EMPTY,
POINT (-88.55074684039965 30.41315875),"4913, Weems Street, 39567, Weems Street, Moss Point, Mississippi, United States"
POINT (-89.34292957457481 30.322552899999998),"602, Esplanade, 39520, Esplanade, Bay Saint Louis, Mississippi, United States"
POINT (-88.9354062 31.351385999999998),"NAPA Auto Parts, North Front Street, 39476, North Front Street, Richton, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-88.7223783 30.6002278),"Vancleave Volunteer Fire Department, Highway 57, 39565, Highway 57, MS, United States"
POINT (-88.7223783 30.6002278),"Vancleave Volunteer Fire Department, Highway 57, 39565, Highway 57, MS, United States"
POINT EMPTY,
POINT (-88.47327654710745 31.43388075),"State Line United Methodist Church, Main Street, 39362, Main Street, State Line, MS, United States"
POINT (-88.7223783 30.6002278),"Vancleave Volunteer Fire Department, Highway 57, 39565, Highway 57, MS, United States"
POINT EMPTY,
POINT (5.0751888 51.5252501),"11, Jacob van Lennepdreef, 5051MS, Jacob van Lennepdreef, Goirle, Noord-Brabant, Nederland"
POINT EMPTY,
POINT (-88.9199247 31.1662053),"Beaumont Family Health Center, 1411, Bradlay Avenue, 30423, Bradlay Avenue, Beaumont, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-89.2824665 31.2769877),"Hattiesburg Community Dental, 68, Old Airport Road, 39401, Old Airport Road, Hattiesburg, MS, United States"
POINT (-89.2830351 31.276864),"Hattiesburg Family Health Center, 66, Old Airport Road, 39401, Old Airport Road, Hattiesburg, MS, United States"
POINT (-89.3100852323847 31.31352845),"KFC, 605, Broadway Drive, 39401, Broadway Drive, Hattiesburg, MS, United States"
POINT EMPTY,
POINT (-89.409349 31.134303),"Martin Luther King Drive, 39475, Purvis, Mississippi, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-89.0350343 31.2005529),"Main Street, 39462, New Augusta, Mississippi, United States"
POINT EMPTY,
POINT (-89.36797444643938 31.3206851),"Main Street Baptist Church, 11, Main Street Boulevard, 39402, Main Street Boulevard, Hattiesburg, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-89.40698935589167 31.13854335),"Purvis High School, 220, School Street, 39475, School Street, Purvis, MS, United States"
POINT (-89.4179336 31.16762925),"11, Central Industrial Row, 39475, Central Industrial Row, Purvis, MS, United States"
POINT (-89.40636336337117 31.140071),"Purvis Middle School, 213, School Street, 39475, School Street, Purvis, MS, United States"
POINT (-89.40842165317291 31.140779350000003),"Purvis Upper Elementary School, 310, Mitchell Avenue, 39475, Mitchell Avenue, Purvis, MS, United States"
POINT EMPTY,
POINT (-89.52582736374877 31.424711199999997),"Sumrall Elementary School, 198, Todd Road, 39482, Todd Road, Sumrall, MS, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-104.9877199 39.7201026),"Goldmine Vintage, 227 N  #102, Broadway, 80203, Broadway, Denver, CO, United States"
POINT (-105.03552494918395 39.73989725),"3636, West Colfax Avenue, 80204, West Colfax Avenue, Denver, CO, United States"
POINT (-104.9878702047974 39.75161835),"2111, Champa Street, 80205, Champa Street, Denver, CO, United States"
POINT (-104.9878702047974 39.75161835),"2111, Champa Street, 80205, Champa Street, Denver, CO, United States"
POINT (-105.01701144967072 39.77633065),"Cobbler's Corner, 2440, West 44th Avenue, 80211, West 44th Avenue, Denver, CO, United States"
POINT (-104.87921407278034 39.723298850000006),"550, Alton Way, 80230, Alton Way, Denver, Colorado, United States"
POINT (-104.9862847498547 39.75137365),"Renaissance Off Broadway Lofts, 2135, Stout Street, 80205, Stout Street, Denver, CO, United States"
POINT (-104.8858398 39.7387172),"Xenia Street, 80220, Denver, Colorado, United States"
POINT (-104.98353084034247 39.74879985),"Glenarm Grove Townhomes, 2130, Glenarm Place, 80205, Glenarm Place, Denver, CO, United States"
POINT (-105.05183489034832 39.7400309),"Renaissance West End Flats, 5050, West Colfax Avenue, 80204, West Colfax Avenue, Denver, CO, United States"
POINT (-105.0256834 39.7693888),"Federal Blvd., West 38th Avenue, 80211, West 38th Avenue, Denver, CO, United States"
POINT (-105.04566459079516 39.7337092),"4506, West 11th Avenue, 80204, West 11th Avenue, Denver, CO, United States"
POINT (-105.02782446490798 39.73406385),"1057, Hazel Court, 80204, Hazel Court, Denver, CO, United States"
POINT (-104.951353 39.7720087),"Bruce Randolph School, 3955, Steele Street, 80205, Steele Street, Denver, CO, United States"
POINT (-105.04566459079516 39.7337092),"4506, West 11th Avenue, 80204, West 11th Avenue, Denver, CO, United States"
POINT (-105.04566459079516 39.7337092),"4506, West 11th Avenue, 80204, West 11th Avenue, Denver, CO, United States"
POINT (-104.9558 39.74162),"East High School, 1600, City Park Esplanade, 80206, City Park Esplanade, Denver, CO, United States"
POINT (-104.77883821635832 39.7845025),"SOAR Elementary, 4800, Telluride Street, 80249, Telluride Street, Denver, CO, United States"
POINT (-105.02557840232853 39.7754276),"4235, Federal Boulevard, 80211, Federal Boulevard, Denver, CO, United States"
POINT (-105.01612011656772 39.71541685),"55, South Zuni Street, 80223, South Zuni Street, Denver, Colorado, United States"
POINT (-105.03900070460617 39.735408750000005),"1228, Perry Street, 80204, Perry Street, Denver, CO, United States"
POINT (-105.05613015665872 39.662891200000004),"2855, South Eaton Way, 80227, South Eaton Way, Denver, CO, United States"
POINT EMPTY,
POINT (-105.03975910630434 39.675900299999995),"2250, South Quitman Way, 80219, South Quitman Way, Denver, CO, United States"
POINT (-105.01701144967072 39.77633065),"Cobbler's Corner, 2440, West 44th Avenue, 80211, West 44th Avenue, Denver, CO, United States"
POINT (-105.03409328236779 39.745764300000005),"1820, Lowell Boulevard, 80204, Lowell Boulevard, Denver, CO, United States"
POINT (-104.884677 39.751963),"Yosemite Street, 80238, Denver, Colorado, United States"
POINT (-104.7601031464124 39.781006649999995),"Martin Luther King Jr Early College, 19535, East 46th Avenue, 80249, East 46th Avenue, Denver, CO, United States"
POINT (-104.99119835138615 39.72731935),"Denver Health Medical Center, 777, Bannock Street, 80204, Bannock Street, Denver, CO, United States"
POINT (-104.99119835138615 39.72731935),"Denver Health Medical Center, 777, Bannock Street, 80204, Bannock Street, Denver, CO, United States"
POINT (-104.99119835138615 39.72731935),"Denver Health Medical Center, 777, Bannock Street, 80204, Bannock Street, Denver, CO, United States"
POINT (-104.82646307868217 39.7863554),"Montbello High School, 5000, Crown Boulevard, 80239, Crown Boulevard, Denver, CO, United States"
POINT (-104.84381480150383 39.781270449999994),"Denver Health Montbello Community Health Center, 12600, Albrook Drive, 80239, Albrook Drive, Denver, CO, United States"
POINT (-105.02182119053003 39.7603788),"North Denver High School, 2960, North Speer Boulevard, 80211, North Speer Boulevard, Denver, CO, United States"
POINT (-105.04728338376415 39.737811750000006),"1364, Winona Court, 80204, Winona Court, Denver, CO, United States"
POINT (-104.9051354956413 39.68785565),"Place Bridge Academy, 7125, Cherry Creek North Drive, 80224, Cherry Creek North Drive, Denver, Colorado, United States"
POINT (-104.80093332743017 39.788985999999994),"KIPP Montbello College Prep, 5290, Kittredge Street, 80239, Kittredge Street, Denver, CO, United States"
POINT (-104.91223417374485 39.69254735),"Ashley Court, 1300-1330, South Monaco Parkway, 80224, South Monaco Parkway, Denver, CO, United States"
POINT (-105.00051324751098 39.709485599999994),"405, South Platte River Drive, 80223, South Platte River Drive, Denver, CO, United States"
POINT (-105.04728982500001 39.738651000000004),"1404, Winona Court, 80204, Winona Court, Denver, CO, United States"
POINT (-104.968546 39.6928472),"BCycle, 1700, East Louisiana Avenue, 80210, East Louisiana Avenue, Denver, CO, United States"
POINT (-104.881067875 39.6447511125),"3950, South Boston Street, 80237, South Boston Street, Denver, Colorado, United States"
POINT (-104.99526801268698 39.73226835),"West Denver High School, 951, Elati Street, 80204, Elati Street, Denver, CO, United States"
POINT (-105.02416532869199 39.73442265),"1100, Federal Boulevard, 80204, Federal Boulevard, Denver, CO, United States"
POINT (-105.04433728354351 39.708573349999995),"Westwood Family Health Center, 4320, West Alaska Place, 80219, West Alaska Place, Denver, CO, United States"
POINT (-104.88676925433862 39.69493205),"1179, South Xenia Street, 80247, South Xenia Street, Denver, CO, United States"
POINT (-104.98375206216494 39.78248445),"4725, Grant Street, 80216, Grant Street, Denver, CO, United States"
POINT (-104.986715855937 39.78857875),"5075, Lincoln Street, 80216, Lincoln Street, Denver, CO, United States"
POINT (-104.986092 39.7897086),"Laradon Vocational Center, 5100, Lincoln Street, 80216, Lincoln Street, Denver, CO, United States"
POINT (-105.0530043 39.643096),"West Oxford Avenue, 80236, Denver, Colorado, United States"
POINT (-104.9713822 39.7701793),"RiNo Beer Garden, 3800, Walnut Street, 80205, Walnut Street, Denver, CO, United States"
POINT (-105.0791594 39.9881217),"Sir Galahad Drive, 80026, Lafayette, Colorado, United States"
POINT (-105.28512666270834 40.063167050000004),"4869, 10th Street, 80304, 10th Street, Boulder, CO, United States"
POINT EMPTY,
POINT (-105.09134776796516 39.98294185),"Clinica Family Health, 1735, South Public Road, 80026, South Public Road, Lafayette, CO, United States"
POINT (-105.28422340012753 40.02529615),"Ryan Wellness Center, 1000, Alpine Avenue, 80306, Alpine Avenue, Boulder, CO, United States"
POINT (-105.50897066629707 39.959332200000006),"HubNed Shared Office, 80, Big Springs Drive, 80466, Big Springs Drive, Nederland, CO, United States"
POINT (-105.26839890785794 40.0322965),"Columbine Elementary School, 3130, Repplier Street, 80304, Repplier Street, Boulder, CO, United States"
POINT (-105.0893454723356 40.0007409),"Lafayette High School, 101, East Baseline Road, 80026, East Baseline Road, Lafayette, CO, United States"
POINT (-105.1095857 39.9804313),"Centaur Village Drive, 80026, Lafayette, Colorado, United States"
POINT (-106.5225203 39.6352853),"West Beaver Creek Boulevard, 81620, Avon, Colorado, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-106.7953057 40.4708309),"Steamboat Boulevard, 80477, Steamboat Springs, Colorado, United States"
POINT (-87.90740894999999 42.923085400000005),"300, East Oak Street, 53154, East Oak Street, Oak Creek, WI, United States"
POINT (-106.8174712 40.4957033),"Amethyst Drive, 80488, Steamboat Springs, Colorado, United States"
POINT (-105.04735271673661 40.589995),"100, Racquette Drive, 80524, Racquette Drive, Fort Collins, CO, United States"
POINT (-105.4912514 40.3889808),"Redtail Hawk Drive, 80517, Estes Park, Colorado, United States"
POINT (-105.072826 40.6100408),"Salud Pharmacy, 1635, Blue Spruce Drive, 80524, Blue Spruce Drive, Fort Collins, CO, United States"
POINT (-105.10958113697379 40.59006325),"Salud Medical Center, 1830-1850, LaPorte Avenue, 80521, LaPorte Avenue, Fort Collins, CO, United States"
POINT (-105.086614 40.1628619),"Salud Clinic, 220, East Rogers Road, 80501, East Rogers Road, Longmont, CO, United States"
POINT (-106.0419124375976 39.478848549999995),"Breckenridge Elementary School., 312, South Harris Street, 80424, South Harris Street, Breckenridge, CO, United States"
POINT EMPTY,
POINT (-106.0979566 39.5758043),"320, East Main Street, 80443, East Main Street, Frisco, Colorado, United States"
POINT EMPTY,
POINT (-106.09793164375 39.575808468750004),"325, East Main Street, 80443, East Main Street, Frisco, Colorado, United States"
POINT (-106.0865074 39.5732966),"Miner's Creek Road, 80443, Frisco, Colorado, United States"
POINT EMPTY,
POINT (-106.045707 39.4958817),"Highway 9, 80424, Breckenridge, Colorado, United States"
POINT (-106.08867999876264 39.583320650000005),"158, School Road, 80443, School Road, Frisco, CO, United States"
POINT EMPTY,
POINT (-108.61375228237084 39.09105975),"Knowles Industrial Park, 2381 1/2, River Road, 81505, River Road, Grand Junction, CO, United States"
POINT (-108.56764614966488 39.0646219),"302, Pitkin Avenue, 81501, Pitkin Avenue, Grand Junction, CO, United States"
POINT (-108.52240381086956 39.084285550000004),"550, Normandy Way, 81501, Normandy Way, Grand Junction, CO, United States"
POINT EMPTY,
POINT (-107.031474 39.367085),"Cottonwood Drive, 81621, Basalt, Colorado, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-107.3255001 39.5507448),"Glenwood Springs, 81601, Colorado, United States"
POINT (-107.3255001 39.5507448),"Glenwood Springs, 81601, Colorado, United States"
POINT (-107.32693435375839 39.537861050000004),"Glenwood Springs High School, 1521, Grand Avenue, 81601, Grand Avenue, Glenwood Springs, Colorado, United States"
POINT EMPTY,
POINT (-107.5460425 40.5160731),"Russell Street, 81625, Craig, Colorado, United States"
POINT (-107.5472398 40.5123318),"Yampa Avenue, 81625, Craig, Colorado, United States"
POINT (-107.983536 38.606703),"Main Street, 81425, Olathe, Colorado, United States"
POINT EMPTY,
POINT (-107.8793787 38.4775956),"North Rio Grande Avenue, 81401, Montrose, Colorado, United States"
POINT (-104.5208755052011 37.16644425),"Mount Carmel Roman Catholic Church, 911, Robinson Avenue, 81082, Robinson Avenue, Trinidad, CO, United States"
POINT (-104.5219652 37.1672339),"Smith Avenue, 81082, Trinidad, Colorado, United States"
POINT EMPTY,
POINT (-104.63811005977973 38.30514635),"Centennial High School, 2525, Mountview Drive, 81008, Mountview Drive, Pueblo, CO, United States"
POINT (-104.6205498 38.2259148),"East Orman Avenue, 81003, Pueblo, Colorado, United States"
POINT (-104.64353801181699 38.26315685),"Saint Therese Catholic School, 300, Goodnight Avenue, 81004, Goodnight Avenue, Pueblo, CO, United States"
POINT EMPTY,
POINT (-104.6120065 38.2917391),"North Grand Avenue, 81003, Pueblo, Colorado, United States"
POINT (-104.6483578 38.2348442),"Lakeview Avenue, 81004, Pueblo, Colorado, United States"
POINT (-104.612871 38.2646047),"The Sleep Better Store, 118, South Union Avenue, 81003, South Union Avenue, Pueblo, CO, United States"
POINT (-104.796513 37.6258076),"North Walsenburg Flood Control Dam, 81089, United States"
POINT (-107.0750371 37.2580963),"Village Drive, 81147, Pagosa Springs, Colorado, United States"
POINT (-108.5764087 37.3556159),"691, East Empire Street, 81321, East Empire Street, Cortez, Colorado, United States"
POINT (-108.5907111 37.3472602),"101, South Maple Street, 81321, South Maple Street, Cortez, Colorado, United States"
POINT (-108.2976073 38.1297721),"Aspen Street, 81423, Norwood, Colorado, United States"
POINT (-106.11054775 37.75646675),"Cesar E. Chavez Family Medical Center, 186, North Hurt Street, 81125, North Hurt Street, Center, CO, United States"
POINT (-105.8622499 37.468174),"Main Street, 81101, Alamosa, Colorado, United States"
POINT (-105.9589028 37.2758419),"Walnut Street, 81140, La Jara, Colorado, United States"
POINT (-103.5556241 37.9816146),"Belmont Avenue, 81050, La Junta, Colorado, United States"
POINT (-105.9125903 38.0003431),"West Moffat Way, 81143, Moffat, Colorado, United States"
POINT (-74.71389482195121 45.022609465853655),"755, Second Street East, K6H 1Z2, Second Street East, Cornwall, Ontario, Canada"
POINT (-105.8696 37.469877),"Alamosa, 81101, Colorado, United States"
POINT (-106.01691609491569 37.08006575),"South Conejos Schools, 13099, County Road G, 81120, County Road G, Antonito, CO, United States"
POINT (-103.5543827 37.9837592),"Barnes Avenue, 81050, La Junta, Colorado, United States"
POINT (-105.89051649713575 37.4747767),"Valley-Wide Health Systems, Inc., 128, Market Street, 81101, Market Street, Alamosa, CO, United States"
POINT EMPTY,
POINT (-122.7413388 53.8356119),"9499, Milwaukee Way, V2N 5T4, Milwaukee Way, Prince George, British Columbia, Canada"
POINT (-102.6100736 38.0691239),"Kendall Drive, 81052, Lamar, Colorado, United States"
POINT EMPTY,
POINT (-102.6100736 38.0691239),"Kendall Drive, 81052, Lamar, Colorado, United States"
POINT EMPTY,
POINT (-102.61596174382643 38.06714925),"Lamar Community College, 2401, South Main Street, 81052, South Main Street, Lamar, Colorado, United States"
POINT (-104.7818281 39.5577935),"Cottonwood Drive, 80138, Parker, Colorado, United States"
POINT (-103.0639904 39.2971801),"Pawnee Avenue, 80815, Flagler, Colorado, United States"
POINT EMPTY,
POINT (-103.79590566954859 40.250564499999996),"Abner S Baker Central School, 300, Lake Street, 80701, Lake Street, Fort Morgan, CO, United States"
POINT (-103.807039 40.255339),"West 6th Avenue, 80701, Fort Morgan, Colorado, United States"
POINT (-103.812022 40.24848),"West Railroad Avenue, 80701, Fort Morgan, Colorado, United States"
POINT (-103.79590566954859 40.250564499999996),"Abner S Baker Central School, 300, Lake Street, 80701, Lake Street, Fort Morgan, CO, United States"
POINT (-103.80904546353275 40.23862645),"605, Education Avenue, 80701, Education Avenue, Fort Morgan, CO, United States"
POINT (-103.79139994459939 40.2591501),"Green Acres Elementary School, 930, Sherman Street, 80701, Sherman Street, Fort Morgan, CO, United States"
POINT (-103.79792403555751 40.242259399999995),"415, South Spruce Street, 80701, South Spruce Street, Fort Morgan, CO, United States"
POINT (-103.79122672780173 40.250368949999995),"Sherman Early Childhood Center, 300, Sherman Street, 80701, Sherman Street, Fort Morgan, CO, United States"
POINT (-105.1103528 40.4084107),"North Wilson Avenue, 80537, Loveland, Colorado, United States"
POINT (-105.00289711538461 40.413078),"1, Hahns Peak, 80538, Hahns Peak, Loveland, Colorado, United States"
POINT (-104.91535309811488 40.47835235),"1039, Main Street, 80550, Main Street, Windsor, CO, United States"
POINT (-103.2279562 38.0676142),"Vine Avenue, 81054, Las Animas, Colorado, United States"
POINT (-103.756624 38.215894),"Main Street, 81064, Ordway, Colorado, United States"
POINT (-104.7996978 38.8924932),"University of Colorado Colorado Springs, Upper Plaza, 80907, Upper Plaza, Colorado Springs, CO, United States"
