geometry,address
POINT (-117.9810043 34.0443852),"Willow Avenue, 91746, La Puente, California, United States"
POINT (-118.01722513027175 34.1465893),"100s Building, South Madison Avenue, 91016, South Madison Avenue, Monrovia, California, United States"
POINT (-117.9223747 34.0706985),"Glendora Square, 91790, West Covina, California, United States"
POINT (-117.8301172 34.1061437),"West Arrow Highway, 91773, San Dimas, California, United States"
POINT (-117.8301172 34.1061437),"West Arrow Highway, 91773, San Dimas, California, United States"
POINT (-118.036849 34.0751571),"El Monte, 91731, California, United States"
POINT (-118.0467339 34.0519548),"South El Monte, 91733, California, United States"
POINT (-118.0467339 34.0519548),"South El Monte, 91733, California, United States"
POINT (-118.0467339 34.0519548),"South El Monte, 91733, California, United States"
POINT (-118.0467339 34.0519548),"South El Monte, 91733, California, United States"
POINT EMPTY,
POINT (-118.4489865 34.1508718),"Sherman Oaks, 91403, Los Angeles, California, United States"
POINT (-118.4489865 34.1508718),"Sherman Oaks, 91403, Los Angeles, California, United States"
POINT (-118.5831612 34.2009968),"Sherman Way, 91306, Los Angeles, California, United States"
POINT (-118.5831612 34.2009968),"Sherman Way, 91306, Los Angeles, California, United States"
POINT (-118.6002938 34.2010407),"Remmet Avenue, 91303, Los Angeles, California, United States"
POINT (-118.4489865 34.1508718),"Sherman Oaks, 91403, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.4489865 34.1508718),"Sherman Oaks, 91403, Los Angeles, California, United States"
POINT (-118.4489865 34.1508718),"Sherman Oaks, 91403, Los Angeles, California, United States"
POINT (-118.4767382124904 34.2363823),"Valley Community Healthcare, 9119, Haskell Avenue, 91343, Haskell Avenue, North Hills, CA, United States"
POINT EMPTY,
POINT (-118.5398562 34.1794458),"Tarzana Treatment Center, 18646, Oxnard Street, 91356-1411, Oxnard Street, Tarzana, California, United States"
POINT (-118.5358148 34.2334448),"Integrity Home Care Corporation, 8954 Reseda Blvd, Ste 201, 91324, 8954 Reseda Blvd, Ste 201, Northridge, CA, United States"
POINT (-118.5373561 34.1994002),"Baird Avenue, 91335, Los Angeles, California, United States"
POINT (-118.53329852729448 34.17325165),"Caltrans Tarzana Maintenance Station, 5660 Reseda Blvd, 91356, 5660 Reseda Blvd, Los Angeles, California, United States"
POINT (-117.3097869 34.1042339),"San Bernardino Depot, West 3rd Street, 92411, West 3rd Street, San Bernardino, CA, United States"
POINT (-117.2947655 34.1311218),"San Bernardino High School, E Street, 92405, E Street, San Bernardino, California, United States"
POINT (-117.2947655 34.1311218),"San Bernardino High School, E Street, 92405, E Street, San Bernardino, California, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-117.3097869 34.1042339),"San Bernardino Depot, West 3rd Street, 92411, West 3rd Street, San Bernardino, CA, United States"
POINT (-117.2070064 34.2506991),"Maplewood Drive, 92417, Blue Jay, California, United States"
POINT (-117.3097869 34.1042339),"San Bernardino Depot, West 3rd Street, 92411, West 3rd Street, San Bernardino, CA, United States"
POINT (-117.3097869 34.1042339),"San Bernardino Depot, West 3rd Street, 92411, West 3rd Street, San Bernardino, CA, United States"
POINT (-117.3748631 34.133651),"North Willow Avenue, 92376, Rialto, California, United States"
POINT (-117.3097869 34.1042339),"San Bernardino Depot, West 3rd Street, 92411, West 3rd Street, San Bernardino, CA, United States"
POINT (-117.2947655 34.1311218),"San Bernardino High School, E Street, 92405, E Street, San Bernardino, California, United States"
POINT (-117.3291324 34.0562148),"La Cadena Drive, 92324, Colton, California, United States"
POINT (-117.27645452153106 34.1389519),"Mountain View Morturary & Cemetery, 570, East Highland Ave, 92404, East Highland Ave, San Bernardino, CA, United States"
POINT (-59.02892366744967 -27.426474122147653),"3798, Avenida Carlos María de Alvear, H3500BXB, Avenida Carlos María de Alvear, Fontana, Chaco, Argentina"
POINT (-117.2776999 34.1359164),"Highland Avenue, 92404, San Bernardino, California, United States"
POINT (-117.2776999 34.1359164),"Highland Avenue, 92404, San Bernardino, California, United States"
POINT (-117.5384013 34.1065801),"Foothill @ Day Creek Westbound, Foothill Blvd, 91739, Foothill Blvd, Rancho Cucamonga, CA, United States"
POINT (-118.2161462 34.1327064),"Eagle Rock Blvd. & Norwalk Ave. SB, Eagle Rock Boulevard, 90041, Eagle Rock Boulevard, Los Angeles, CA, United States"
POINT EMPTY,
POINT (-118.24292121833395 34.05369605),"Los Angeles City Hall, 200, North Spring Street, 90012, North Spring Street, Los Angeles, CA, United States"
POINT (-118.4166661173567 34.05864699999999),"SunAmerica Center, 1999, Avenue of the Stars, 90067, Avenue of the Stars, Los Angeles, CA, United States"
POINT (-118.2246376 34.0379375),"Whittier Boulevard, 90021, Los Angeles, California, United States"
POINT (-118.35893758036599 34.063736199999994),"Los Angeles County Museum of Art, South Ogden Drive, 90036, South Ogden Drive, Los Angeles, California, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.63905962082055 34.04505405),"Caltrans Las Flores Maintenance Station, 3503, 3503 Las Flores Canyon Road, 90265, 3503 Las Flores Canyon Road, Malibu, CA, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.1463333 34.0334103),"Pomona Blvd UC, Pomona Freeway, 90022, Pomona Freeway, Monterey Park, California, United States"
POINT (-118.2426437 34.0598797),"West Cesar E Chavez Avenue, 90012, Los Angeles, California, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT (-118.35437142575654 34.139230999999995),"Universal Studios Hollywood, 100, Universal City Plaza, 91608, Universal City Plaza, Universal City, CA, United States"
POINT EMPTY,
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT (-118.28869058422643 34.01707945),"Natural History Museum of Los Angeles County, State Drive, 90037, State Drive, Los Angeles, CA, United States"
POINT (-118.65545 34.1894051),"Valley Circle Blvd Frontage Road, 91307, Los Angeles, California, United States"
POINT (-118.434179859967 34.0525886),"Los Angeles California Temple, North Temple Way, 90024, North Temple Way, Los Angeles, California, United States"
POINT (-118.1995593 34.0738897),"North Broadway, 90031, Los Angeles, California, United States"
POINT (-118.434179859967 34.0525886),"Los Angeles California Temple, North Temple Way, 90024, North Temple Way, Los Angeles, California, United States"
POINT (-118.265142 34.062684),"Union Place, 90026, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT (-118.33038596075772 34.053212200000004),"4532-4534, Abbey Place, 90019, Abbey Place, Los Angeles, CA, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.24879915155923 34.050734199999994),"Homer Laughlin Building, 315, South Broadway, 90013, South Broadway, Los Angeles, CA, United States"
POINT (-118.24292121833395 34.05369605),"Los Angeles City Hall, 200, North Spring Street, 90012, North Spring Street, Los Angeles, CA, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.2426437 34.0598797),"West Cesar E Chavez Avenue, 90012, Los Angeles, California, United States"
POINT (-118.19390271133977 34.0703104),"KFWB-AM;KLAC-AM, 2201, Indiana St, 90032, Indiana St, Los Angeles, CA, United States"
POINT (-118.2106538 34.0580404),"Marengo Street, 90033, Los Angeles, California, United States"
POINT (-118.20488503893841 34.045771200000004),"Bahia Ensenada, 2605 E., Cesar E Chavez Avenue, 90033, Cesar E Chavez Avenue, Los Angeles, CA, United States"
POINT EMPTY,
POINT (-118.20487443018123 34.1213211),"Comprehensive Community Health Centers, 5059, York Boulevard, 90042, York Boulevard, Los Angeles, CA, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2321979 34.0409411),"520, Mateo Street, 90013, Mateo Street, Los Angeles, CA, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2892842 34.0745615),"North Madison Avenue, 90004, Los Angeles, California, United States"
POINT (-118.2463735844561 34.0418966),"San Julian Access Center, 628, San Julian Street, 90013, San Julian Street, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.24292121833395 34.05369605),"Los Angeles City Hall, 200, North Spring Street, 90012, North Spring Street, Los Angeles, CA, United States"
POINT (-118.35437142575654 34.139230999999995),"Universal Studios Hollywood, 100, Universal City Plaza, 91608, Universal City Plaza, Universal City, CA, United States"
POINT (-118.24925561890115 34.0501725),"341-343, South Broadway, 90013, South Broadway, Los Angeles, CA, United States"
POINT (-118.24917599430387 34.050279950000004),"339, South Broadway, 90013, South Broadway, Los Angeles, CA, United States"
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT (-118.2106538 34.0580404),"Marengo Street, 90033, Los Angeles, California, United States"
POINT (-118.20313234872592 34.019120099999995),"Sutech, 3455, East Olympic Boulevard, 90023, East Olympic Boulevard, Los Angeles, CA, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2446318 34.0453617),"Winston Street, 90013, Los Angeles, California, United States"
POINT (-118.323909 34.0741188),"Larchmont Mail Shop, 137, North Larchmont Boulevard, 90004, North Larchmont Boulevard, Los Angeles, CA, United States"
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-118.434179859967 34.0525886),"Los Angeles California Temple, North Temple Way, 90024, North Temple Way, Los Angeles, California, United States"
POINT (-118.2214591 34.049068),"Pleasant Avenue, 90033, Los Angeles, California, United States"
POINT (-118.2106538 34.0580404),"Marengo Street, 90033, Los Angeles, California, United States"
POINT (-118.19390271133977 34.0703104),"KFWB-AM;KLAC-AM, 2201, Indiana St, 90032, Indiana St, Los Angeles, CA, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.242766 34.0536909),"Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.0770655 33.9730257),"Washington Blvd South Frontage Road, 90606, California, United States"
POINT (-118.1760874 34.1124897),"York Blvd OC, Arroyo Seco Parkway, 90042, Arroyo Seco Parkway, Los Angeles, California, United States"
POINT (-118.24068199826814 34.0520039),"Parker Center, 150, North Los Angeles Street, 90012, North Los Angeles Street, Los Angeles, CA, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT (-118.0762182 33.9728212),"Washington Blvd South Frontage Road, 90606, California, United States"
POINT (-118.13502125496146 34.18785765),"2512, Catherine Road, 91001, Catherine Road, Altadena, California, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-118.1995593 34.0738897),"North Broadway, 90031, Los Angeles, California, United States"
POINT (-118.430254 34.0468546),"West Los Angeles, 90067, Los Angeles, California, United States"
POINT (-118.1589041 34.0406281),"East Cesar E Chavez Avenue, 90022, East Los Angeles, California, United States"
POINT (-118.1562516 34.0238386),"South Atlantic Boulevard, 90022, East Los Angeles, California, United States"
POINT (-118.1545923 34.0334012),"Atlantic, Pomona Boulevard, 90022, Pomona Boulevard, Los Angeles, CA, United States"
POINT (-118.1545923 34.0334012),"Atlantic, Pomona Boulevard, 90022, Pomona Boulevard, Los Angeles, CA, United States"
POINT (-118.1589041 34.0406281),"East Cesar E Chavez Avenue, 90022, East Los Angeles, California, United States"
POINT (-118.1589041 34.0406281),"East Cesar E Chavez Avenue, 90022, East Los Angeles, California, United States"
POINT (-118.1545923 34.0334012),"Atlantic, Pomona Boulevard, 90022, Pomona Boulevard, Los Angeles, CA, United States"
POINT (-118.27952278544392 34.10469195),"Lycee International de Los Angeles, Russell Avenue, 90027, Russell Avenue, Los Angeles, CA, United States"
POINT (-118.1545923 34.0334012),"Atlantic, Pomona Boulevard, 90022, Pomona Boulevard, Los Angeles, CA, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.434179859967 34.0525886),"Los Angeles California Temple, North Temple Way, 90024, North Temple Way, Los Angeles, California, United States"
POINT (-118.23963318437484 34.0570731),"La Iglesia de Nuestra Señora la Reina de los Ángeles, North Main Street, 90012, North Main Street, Los Angeles, CA, United States"
POINT (-84.3141351 10.0964809),"Los Ángeles, 20308, Bolívar, Provincia Alajuela, Costa Rica"
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT EMPTY,
POINT (-117.6793576 34.0965937),"North McArthur Way, 91786, Upland, California, United States"
POINT (-117.7499164 34.0496727),"South Garey Avenue, 91766, Pomona, California, United States"
POINT (-117.78494664939525 34.0353971),"Ranch Hills Elementary School, 2, Trabuco Place, 91766, Trabuco Place, Pomona, CA, United States"
POINT (-117.7455419 34.0835382),"North Orange Grove Avenue, 91767, Pomona, California, United States"
POINT (-117.81465404919608 34.048372799999996),"200, Poly Vista, 91768, Poly Vista, Pomona, California, United States"
POINT (-117.7455419 34.0835382),"North Orange Grove Avenue, 91767, Pomona, California, United States"
POINT (-117.7499164 34.0496727),"South Garey Avenue, 91766, Pomona, California, United States"
POINT (-117.7191987 34.0630787),"East Holt Avenue, 91767, Pomona, California, United States"
POINT (-117.6458376 34.0253892),"South Sultana Avenue, 91761, Ontario, California, United States"
POINT (-82.95261066770833 42.335043706250005),"7307, Riverside Drive East, N8S 1X4, Riverside Drive East, Windsor, Ontario, Canada"
POINT (-117.7191987 34.0630787),"East Holt Avenue, 91767, Pomona, California, United States"
POINT (-117.74977406433194 34.05657505),"101, East 3rd Street, 91766, East 3rd Street, Pomona, California, United States"
POINT (-117.7534992 34.029552),"South Park Avenue, 91766, Pomona, California, United States"
POINT EMPTY,
POINT (-117.6667515 34.0426978),"West Maple Street, 91762, Ontario, California, United States"
POINT (-117.7870514 34.0614038),"West Holt Avenue, 91768, Pomona, California, United States"
POINT (-117.7652771 34.052914),"West 7th Street, 91766, Pomona, California, United States"
POINT (-82.8603484 42.3230157),"123, Grant Avenue, N8N 4W4, Grant Avenue, Tecumseh, Ontario, Canada"
POINT (-117.4525699 34.1063529),"Mulberry Child Care Centers, Foothill Blvd, 92336, Foothill Blvd, Fontana, CA, United States"
POINT (-117.6328869 34.0266898),"East Walnut Street, 91761, Ontario, California, United States"
POINT (-117.6512121 34.0710121),"North Euclid Avenue, 91762, Ontario, California, United States"
POINT (-117.7191987 34.0630787),"East Holt Avenue, 91767, Pomona, California, United States"
POINT EMPTY,
POINT (-117.6897776 34.0775104),"Montclair, 91763, California, United States"
POINT (-118.4928182 34.0098815),"Olympic Drive, 90401, Santa Monica, California, United States"
POINT (-118.4787263 33.9956096),"Rose Avenue, 90291, Los Angeles, California, United States"
POINT (-118.4787263 33.9956096),"Rose Avenue, 90291, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.4787263 33.9956096),"Rose Avenue, 90291, Los Angeles, California, United States"
POINT (-118.4025775 34.0064006),"Culver City High School, Huron Avenue, 90230, Huron Avenue, Culver City, California, United States"
POINT (-118.19264139240894 33.76847685),"First National Bank of Long Beach, 101, Pine Avenue, 90802, Pine Avenue, Long Beach, CA, United States"
POINT (-118.4787263 33.9956096),"Rose Avenue, 90291, Los Angeles, California, United States"
POINT (-118.4668875 33.995044),"Venice, 90291, Los Angeles, California, United States"
POINT (-118.463289 34.0231975),"Simms/Mann Health and Wellness Center, 2509, Pico Boulevard, 90405, Pico Boulevard, Santa Monica, California, United States"
POINT EMPTY,
POINT (-118.470973 33.9973277),"Sunset Avenue, 90291, Los Angeles, California, United States"
POINT (-118.477746 34.0149786),"Pico & Euclid, Pico Blvd, 90405, Pico Blvd, Santa Monica, California, United States"
POINT (-118.4928182 34.0098815),"Olympic Drive, 90401, Santa Monica, California, United States"
POINT (-118.45070484222444 34.0165213),"Santa Monica Municipal Airport, Ocean Park Boulevard, 90405, Ocean Park Boulevard, Santa Monica, CA, United States"
POINT (-118.47184278262614 34.01754235),"Drescher Hall, 1900, Pico Boulevard, 90405, Pico Boulevard, Santa Monica, CA, United States"
POINT (-118.37758008639912 33.969505850000004),"7400, Midfield Avenue, 90045, Midfield Avenue, Los Angeles, CA, United States"
POINT (-118.3012604 33.7911012),"Harbor City, 90710, Los Angeles, California, United States"
POINT (-118.3012604 33.7911012),"Harbor City, 90710, Los Angeles, California, United States"
POINT (-118.34404041381109 34.072995500000005),"La Brea Ave, Los Angeles, Los Angeles, California, United States"
POINT (-118.34404041381109 34.072995500000005),"La Brea Ave, Los Angeles, Los Angeles, California, United States"
POINT EMPTY,
POINT (-118.35893758036599 34.063736199999994),"Los Angeles County Museum of Art, South Ogden Drive, 90036, South Ogden Drive, Los Angeles, California, United States"
POINT (-118.278365 34.0063173),"South Broadway, 90037, Los Angeles, California, United States"
POINT (-118.27031479227395 34.031281250000006),"Los Angeles Trade Technical College, South Grand Avenue, 90007, South Grand Avenue, Los Angeles, California, United States"
POINT (-118.31042155778249 33.8200425),"2707, Martha Avenue, 90501, Martha Avenue, Torrance, CA, United States"
POINT (-118.27952278544392 34.10469195),"Lycee International de Los Angeles, Russell Avenue, 90027, Russell Avenue, Los Angeles, CA, United States"
POINT (-118.27952278544392 34.10469195),"Lycee International de Los Angeles, Russell Avenue, 90027, Russell Avenue, Los Angeles, CA, United States"
POINT (-118.34404041381109 34.072995500000005),"La Brea Ave, Los Angeles, Los Angeles, California, United States"
POINT (-118.4025775 34.0064006),"Culver City High School, Huron Avenue, 90230, Huron Avenue, Culver City, California, United States"
POINT (-118.2652233 33.9274857),"Avalon, South Avalon Boulevard, 90061, South Avalon Boulevard, Los Angeles, California, United States"
POINT (-118.27031479227395 34.031281250000006),"Los Angeles Trade Technical College, South Grand Avenue, 90007, South Grand Avenue, Los Angeles, California, United States"
POINT (-118.2652233 33.9274857),"Avalon, South Avalon Boulevard, 90061, South Avalon Boulevard, Los Angeles, California, United States"
POINT (-118.434179859967 34.0525886),"Los Angeles California Temple, North Temple Way, 90024, North Temple Way, Los Angeles, California, United States"
POINT (-118.2444218008144 33.9443111),"Martin Luther King Jr. Shopping Center, Los Angeles, California, United States"
POINT (-118.24292121833395 34.05369605),"Los Angeles City Hall, 200, North Spring Street, 90012, North Spring Street, Los Angeles, CA, United States"
POINT (-118.24780750292649 34.05047545),"Bradbury Building, 300-310, South Broadway, 90013, South Broadway, Los Angeles, CA, United States"
POINT (-118.278365 34.0063173),"South Broadway, 90037, Los Angeles, California, United States"
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.22844394023382 34.16688),"Glendale Community College, 1500, North Verdugo Road, 91208, North Verdugo Road, Glendale, CA, United States"
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.39395331572595 33.927282000000005),"1921, East Maple Avenue, 90245, East Maple Avenue, El Segundo, CA, United States"
POINT (-118.25062277616152 34.05328815),"Museum of Contemporary Art, 250, South Grand Avenue, 90012, South Grand Avenue, Los Angeles, CA, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.22309512913736 34.0742008),"LA Department of Transportation Central Yard, 1831, Pasadena Avenue, 90031, Pasadena Avenue, Los Angeles, CA, United States"
POINT (-118.35437142575654 34.139230999999995),"Universal Studios Hollywood, 100, Universal City Plaza, 91608, Universal City Plaza, Universal City, CA, United States"
POINT (-118.0308389238582 34.0745722),"City of El Monte Maintenance & Transportation Divisions, 3629, Cypress Ave, 91731, Cypress Ave, El Monte, CA, United States"
POINT (-118.0308389238582 34.0745722),"City of El Monte Maintenance & Transportation Divisions, 3629, Cypress Ave, 91731, Cypress Ave, El Monte, CA, United States"
POINT (-118.3551479 34.0248103),"Expo/La Brea, La Brea Avenue, 90016, La Brea Avenue, Los Angeles, California, United States"
POINT (-118.25318906838723 33.99677335),"Hooper Avenue Elementary School, East 51st Street, 90011, East 51st Street, Los Angeles, California, United States"
POINT (-118.26267500104314 34.04142455),"Elleven, 1111, South Grand Avenue, 90015, South Grand Avenue, Los Angeles, CA, United States"
POINT (-118.25318906838723 33.99677335),"Hooper Avenue Elementary School, East 51st Street, 90011, East 51st Street, Los Angeles, California, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-118.28802864848308 34.0139923),"Los Angeles Memorial Coliseum, Exposition Park Drive, 90037, Exposition Park Drive, Los Angeles, California, United States"
POINT (-118.2959044 33.9998658),"Vermont Square Branch Los Angeles Public Library, West 48th Street, 90037, West 48th Street, Los Angeles, CA, United States"
POINT EMPTY,
POINT (-118.4025775 34.0064006),"Culver City High School, Huron Avenue, 90230, Huron Avenue, Culver City, California, United States"
POINT (-118.2477844 34.004015),"Central-Alameda, 90011, Los Angeles, California, United States"
POINT (-118.2444218008144 33.9443111),"Martin Luther King Jr. Shopping Center, Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.41731130975953 34.085809850000004),"1005, Elden Way, 90210, Elden Way, Beverly Hills, CA, United States"
POINT (-118.2922934 33.7358518),"San Pedro, 90731, Los Angeles, California, United States"
POINT (-118.2647349 33.8347135),"Domino's Pizza Carson, 23565 Avalon Blvd, 90745, 23565 Avalon Blvd, Carson, CA, United States"
POINT (-118.41547065829293 34.027432250000004),"Le Lycée Français de Los Angeles, Malcolm Avenue, 90034, Malcolm Avenue, Los Angeles, California, United States"
POINT (-118.39295831495484 34.011375099999995),"4401, Jasmine Avenue, 90232, Jasmine Avenue, Culver City, CA, United States"
POINT (-118.38702713406767 34.0045672),"West Los Angeles College, 9000, Overland Avenue, 90230, Overland Avenue, Culver City, CA, United States"
POINT (-118.3409431 34.0115025),"Santa Rosalia Drive, 90008, Los Angeles, California, United States"
POINT (-118.22295128167171 33.944034450000004),"South East High School, 2720, Tweedy Boulevard, 90280, Tweedy Boulevard, South Gate, CA, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-118.3312371 33.9955824),"Crenshaw Medical Center, 5141, Crenshaw Boulevard, 90043, Crenshaw Boulevard, Los Angeles, CA, United States"
POINT (-118.41547065829293 34.027432250000004),"Le Lycée Français de Los Angeles, Malcolm Avenue, 90034, Malcolm Avenue, Los Angeles, California, United States"
POINT (-118.44685070595054 34.070877749999994),"University of California, Los Angeles, Charles E. Young Drive South, 90095, Charles E. Young Drive South, Los Angeles, California, United States"
POINT (-118.49779858784265 34.008537399999994),"Pacific Park, 380, Santa Monica Pier, 90401, Santa Monica Pier, Santa Monica, CA, United States"
POINT EMPTY,
POINT (-118.1158404 33.9742749),"East Slauson Avenue, 90670, Pico Rivera, California, United States"
POINT (-118.0741263 33.9023022),"Rosecrans Avenue, 90650, Norwalk, California, United States"
POINT (-118.096735 33.9830688),"Pico Rivera, 90660, California, United States"
