geometry,address
POINT (-106.49196419678495 31.76232195),"El Paso Holocaust Museum and Study Center, West Yandell Drive, 79901, West Yandell Drive, El Paso, TX, United States"
POINT (-106.3787414 31.742256),"El Paso Public Library Enrique Moreno Valle Bajo Branch, Alameda Avenue, 79915, Alameda Avenue, El Paso, TX, United States"
POINT (-106.49031160770298 31.758525300000002),"El Paso Museum of Art, 1, 79901, El Paso, TX, United States"
POINT (-106.4763388 31.7642807),"Opportunity Center for the Homeless Men’s Resource Center, 1208, Myrtle Avenue, 79901-1602, Myrtle Avenue, El Paso, Texas, United States"
POINT EMPTY,
POINT (-106.526743 31.8160389),"Electro Systems Engineers, Inc., 5400, Suncrest Drive, 79912, Suncrest Drive, El Paso, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-106.22594801593605 31.64799955),"Desert Wind School, 1100, Colina de Paz, 79928, Colina de Paz, El Paso, TX, United States"
POINT EMPTY,
POINT (-106.25712362866825 31.794505299999997),"El Dorado High School, 12401, Edgemere Boulevard, 79938, Edgemere Boulevard, El Paso, TX, United States"
POINT EMPTY,
POINT (-106.1870131 31.6719804),"Golden Eagle Drive, 79228, Horizon City, Texas, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-106.25676385010927 31.78957815),"3216, Tierra Agua Place, 79938, Tierra Agua Place, El Paso, TX, United States"
POINT (-106.24846570176831 31.6848253),"Mission Ridge Elementary, 150, North Nonap Road, 79928, North Nonap Road, El Paso, TX, United States"
POINT EMPTY,
POINT (-106.2731749425005 31.760438049999998),"Montwood Star Bakery, Montwood Drive, 79936, Montwood Drive, El Paso, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-106.36659802997961 31.809584),"El Paso International Airport, 6701, Convair Road, 79925, Convair Road, El Paso, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-106.261197 31.765484),"Sun Country Drive, 79998, El Paso, Texas, United States"
POINT (-106.4959195 31.7573731),"El Paso, West Paisano Drive, 79901, West Paisano Drive, El Paso, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-95.38179069771056 30.95745805),"ETMC - Trinity Heliport, Prospect Drive, 75862, Prospect Drive, Trinity, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-96.4855193 31.031132),"North Owensville Street, 77856, Franklin, Texas, United States"
POINT (-96.4882108 31.0261419),"West Decherd Street, 77856, Franklin, Texas, United States"
POINT (-97.0372089 30.6424208),"KRXT-FM (Rockdale), W, 76567, W, Rockdale, TX, United States"
POINT (-94.6411219319292 31.6256062),"SFA Commuter Lot 47, North University Drive, 75965, North University Drive, Nacogdoches, TX, United States"
POINT (-94.6411219319292 31.6256062),"SFA Commuter Lot 47, North University Drive, 75965, North University Drive, Nacogdoches, TX, United States"
POINT (-94.63834235625 31.640881),"Burke Center, 3824, North University Drive, 75965, North University Drive, Nacogdoches, TX, United States"
POINT (-94.6411219319292 31.6256062),"SFA Commuter Lot 47, North University Drive, 75965, North University Drive, Nacogdoches, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-97.0883318 31.5183333),"KRZI-AM (Waco), South Loop 340, 76706, South Loop 340, Waco, TX, United States"
POINT EMPTY,
POINT (-97.1212536 31.5686128),"Elm Ave Community Clinic, 609, Elm Avenue, 76704, Elm Avenue, Waco, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-97.12522066497976 31.538851),"1226, Speight Avenue, 76706, Speight Avenue, Waco, TX, United States"
POINT EMPTY,
POINT (-97.14197845983011 31.5081852),"Phillips 66, South Jack Kultgen Expressway, 76711, South Jack Kultgen Expressway, Waco, TX, United States"
POINT (-97.65601393263421 30.477397),"2108, Huxley Lane, 78664, Huxley Lane, Round Rock, TX, United States"
POINT (-95.5592214 30.7227616),"Highway 75 North, 77320, Huntsville, Texas, United States"
POINT EMPTY,
POINT (-97.66226406227422 30.507428),"303, Meadowcreek Circle, 78664, Meadowcreek Circle, Round Rock, TX, United States"
POINT (-95.3130452882651 29.811503199999997),"Lyndon B. Johnson General Hospital, 5656, Kelley Street, 77026, Kelley Street, Houston, TX, United States"
POINT (-95.3638768 29.7676303),"Harmony House, 602, Girard Street, 77007, Girard Street, Houston, Texas, United States"
POINT (-95.3775694 29.7397838),"Lord of the Streets Episcopal Church, 3401, Fannin Street, 77004, Fannin Street, Houston, TX, United States"
POINT (-95.3130452882651 29.811503199999997),"Lyndon B. Johnson General Hospital, 5656, Kelley Street, 77026, Kelley Street, Houston, TX, United States"
POINT (-95.3674625 29.767579),"Houston, Elder Street, 77002, Elder Street, Houston, TX, United States"
POINT (-95.41202987491553 29.7998414),"Mico's Hot Chicken, 1603, North Durham Drive, 77008, North Durham Drive, Houston, TX, United States"
POINT (-95.40395715 29.72459735),"1811, Wroxton Road, 77005, Wroxton Road, Houston, TX, United States"
POINT (-95.36233218056334 29.75606035),"1 Houston Center, Caroline Street, 77004, Caroline Street, Houston, TX, United States"
POINT (-95.3890907 29.7559725),"1212, Stanford Street, 77006, Stanford Street, Houston, TX, United States"
POINT (-95.37456437514493 29.843914050000002),"9222, Highlawn Street, 77022, Highlawn Street, Houston, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-95.45947242058858 29.8294705),"KIPP Houston PNC Opportunity Campus, 4211, Watonga Boulevard, 77092, Watonga Boulevard, Houston, TX, United States"
POINT EMPTY,
POINT (-95.39899592076216 29.7692909),"Bank of America, 3811, Washington Avenue, 77007, Washington Avenue, Houston, TX, United States"
POINT (-95.3599123 29.7635431),"Finish Your Champagne, 108, Main Street, 77002, Main Street, Houston, TX, United States"
POINT EMPTY,
POINT (-95.38476368620107 29.8433643),"5215, Airline Drive, 77076, Airline Drive, Houston, TX, United States"
POINT (-95.47182572487623 29.8501124),"YES Prep White Oak Campus, 5620, West Tidwell Road, 77092, West Tidwell Road, Houston, TX, United States"
POINT (-95.40271877598768 29.794803),"1305, Tulane Street, 77008, Tulane Street, Houston, TX, United States"
POINT EMPTY,
POINT (-95.45046880277135 29.7804313),"6925, Portwest Drive, 77024, Portwest Drive, Houston, TX, United States"
POINT (-95.50102252847705 29.828983700000002),"Panda Path School, 8575, Pitner Road, 77080, Pitner Road, Houston, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-101.8854761274479 33.61267305),"Arnett-Benson Medical/Dental Clinic, 3301, Clovis Road, 79415, Clovis Road, Lubbock, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-101.85259375 33.54558595),"A-Z Autos, 5305, Avenue Q South Drive, 79412, Avenue Q South Drive, Lubbock, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-101.74416592161388 34.17357805),"Kingdom Hall of Jehovah's Witnesses, 410, South Garland Street, 79072, South Garland Street, Plainview, TX, United States"
POINT EMPTY,
POINT (-99.92152020550822 32.45758685),"Horizon Ag Products, 217, County Road 287, 79536, County Road 287, Merkel, TX, United States"
POINT (-99.2882958171875 32.7315915),"Shackelford County Community Resource Center, 725, Pate Street, 76430, Pate Street, Albany, TX, United States"
POINT (-101.521086768674 32.213532349999994),"Big Spring McMahon-Wrinkle Airport, Simler Avenue, 79720, Simler Avenue, Big Spring, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-99.69509372517115 32.479139),"Panda Express, 1749, Highway 351, 79601, Highway 351, Abilene, TX, United States"
POINT (-101.94028710349997 33.5909945),"UMC Northwest Pediatrics, 416, Frankford Avenue, 79416, Frankford Avenue, Lubbock, TX, United States"
POINT (-98.54710822391027 29.49678375),"116, Hannasch Drive, 78213, Hannasch Drive, San Antonio, TX, United States"
POINT (-98.61649797429162 29.6660873),"5, Villers Saint Paul, 78257, Villers Saint Paul, San Antonio, TX, United States"
POINT (-97.9402706 29.8821798),"140 1/2, East San Antonio Street, 78666, East San Antonio Street, San Marcos, TX, United States"
POINT (-98.68932084782749 29.44056835),"10002, Tiger Bay, 78251, Tiger Bay, San Antonio, TX, United States"
POINT (-98.50493004734022 29.41515125),"1102, South Frio Street, 78204, South Frio Street, San Antonio, TX, United States"
POINT (-98.4457808 29.4976419),"Haskin Park, 200, Haskin Drive, 78209, Haskin Drive, San Antonio, TX, United States"
POINT EMPTY,
POINT (-98.55167021743478 29.33360735),"CentroMed, 9011, Poteet Jourdanton Freeway, 78211, Poteet Jourdanton Freeway, San Antonio, TX, United States"
POINT (-98.69616091584157 29.446976499999998),"1334, Cougar Country, 78251, Cougar Country, San Antonio, TX, United States"
POINT (-98.48801813893792 29.4048118),"Brackenridge High School, 400, Eagleland Drive, 78210, Eagleland Drive, San Antonio, TX, United States"
POINT (-98.4755119009582 29.384644549999997),"910, Devoto Avenue, 78210, Devoto Avenue, San Antonio, TX, United States"
POINT (-98.5232086 29.4591437),"North Zarzamora Street, 78201, San Antonio, Texas, United States"
POINT (-98.5166666 29.353056),"Commercial Avenue Church of Christ, Commercial Avenue, 78221, Commercial Avenue, San Antonio, TX, United States"
POINT (-98.74813992932916 29.77203175),"9, Mattick Lane, 78006, Mattick Lane, Boerne, TX, United States"
POINT (-98.48411314439146 29.423251450000002),"Marriott Rivercenter, 101, Bowie Street, 78205, Bowie Street, San Antonio, TX, United States"
POINT (-98.54346037227342 29.5774677),"Platinum Shavano Oaks, 14811, Huebner Road, 78231, Huebner Road, San Antonio, TX, United States"
POINT (-98.49301253114507 29.5412827),"210, East Silver Sands Drive, 78216, East Silver Sands Drive, San Antonio, TX, United States"
POINT (-98.54921924478035 29.5136125),"CommuniCare Health Centers - Northwest, 8210, Callaghan Road, 78230, Callaghan Road, San Antonio, TX, United States"
POINT (-98.6361074807338 29.58696685),"Extra Space Storage, 7363, North Loop 1604 West, 78249, North Loop 1604 West, San Antonio, TX, United States"
POINT EMPTY,
POINT (-100.011706 29.6707378),"Frio Street, 78833, Camp Wood, Texas, United States"
POINT (-99.761457 29.718483),"Oak Hills Drive, 78873, Leakey, Texas, United States"
POINT (-98.12442332407738 29.7045744),"226, East Mill Street, 78130, East Mill Street, New Braunfels, TX, United States"
POINT (-98.4944102 29.6305205),"Stone Oak Loop, 78258, San Antonio, Texas, United States"
POINT EMPTY,
POINT (-97.7650745 30.4310839),"Kanji Ramen, Ste C101, Jollyville Road, 78759, Jollyville Road, Austin, TX, United States"
POINT (-95.76210690599211 29.582432750000002),"St. Johns United Methodist Church, 400, Jackson Street, 77469, Jackson Street, Richmond, TX, United States"
POINT (-95.76210690599211 29.582432750000002),"St. Johns United Methodist Church, 400, Jackson Street, 77469, Jackson Street, Richmond, TX, United States"
POINT (-95.76210690599211 29.582432750000002),"St. Johns United Methodist Church, 400, Jackson Street, 77469, Jackson Street, Richmond, TX, United States"
POINT (-96.29156745 33.0000858),"101, Banner Avenue, 75189, Banner Avenue, Royse City, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-85.64749769333748 30.147294600000002),"111, North Bonita Avenue, 32401, North Bonita Avenue, Panama City, FL, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-98.53058820352757 29.47507925),"Whittier Middle School, 2101, Edison Drive, 78201, Edison Drive, San Antonio, TX, United States"
POINT (-97.74951199265881 30.26530135),"Northshore, 110, San Antonio Street, 78701, San Antonio Street, Austin, TX, United States"
POINT (-102.8791808 30.9062667),"North Main Street, 79735, Fort Stockton, Texas, United States"
POINT EMPTY,
POINT (-97.11352245714286 33.193392200000005),"1517, San Gabriel Drive, 76210, San Gabriel Drive, Denton, TX, United States"
POINT (-99.7849957 29.2108881),"Mortensen Engineering Associates, 200, Hornby Place, 78801, Hornby Place, Uvalde, TX, United States"
POINT (-99.78443360019335 29.20896645),"Uvalde Water Tower, East Garden Street, 78801, East Garden Street, Uvalde, TX, United States"
POINT EMPTY,
POINT (-98.6630734 29.2502706),"Anderson Loop, 78069, Somerset, Texas, United States"
POINT (-98.4908753658078 29.5215451),"Estancia del Norte San Antonio, 37, Northeast Loop 410, 78216, Northeast Loop 410, San Antonio, TX, United States"
POINT (-103.6762138 30.3659218),"West Fort Davis Avenue, 79830, Alpine, Texas, United States"
POINT (-104.0283436 30.3141454),"North Summer Street, 79843, Marfa, Texas, United States"
POINT EMPTY,
POINT (-106.2373142 31.5939582),"Clint Junior High School, 12625, Alameda Avenue, 79836, Alameda Avenue, Clint, TX, United States"
POINT (-105.19919144677547 31.93946615),"101B, Windell Street, 79837, Windell Street, Dell City, TX, United States"
POINT EMPTY,
POINT (-105.8401596 31.3038361),"Knox Avenue, 79839, Fort Hancock, Texas, United States"
POINT EMPTY,
POINT (-106.1640869563862 31.79636915),"East Montana Middle School, 3490, Ascencion Street, 79938, Ascencion Street, El Paso, TX, United States"
POINT EMPTY,
POINT (-106.15838986849428 31.7974803),"Mountain View High School, 14964, Greg Drive, 79938, Greg Drive, El Paso, TX, United States"
POINT EMPTY,
POINT (-106.4365428 31.9287457),"Loma Franklin Drive, 79934, El Paso, Texas, United States"
POINT (-105.3591208 31.1667957),"Sierra Blanca Heliport, 79851, Sierra Blanca, TX, United States"
POINT EMPTY,
POINT (-99.5703611 28.5733483),"Grand Avenue, 78830, Big Wells, Texas, United States"
POINT (-98.89852555943334 29.13146465),"Devine Plaza Apartments, 100, L C Martin Drive, 78016, L C Martin Drive, Devine, TX, United States"
POINT (-98.9081033 29.1416792),"First Baptist Church of Devine, West Hondo Avenue, 78016, West Hondo Avenue, Devine, TX, United States"
POINT EMPTY,
POINT (-100.4763188 28.7256566),"KVAW-TV (Eagle Pass), N Veterans Blvd A, 78852, N Veterans Blvd A, Eagle Pass, TX, United States"
POINT (-99.13261293015684 29.33955185),"Hondo FFA Show Barn, Avenue E, 78861, Avenue E, Hondo, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-99.2365163 28.4382605),"North Stewart Street, 78014, Cotulla, Texas, United States"
POINT EMPTY,
POINT (-99.35521637835055 28.0394035),"Encinal Cafe, 100, North Main Street, 78019, North Main Street, Encinal, TX, United States"
POINT EMPTY,
POINT (-99.7849957 29.2108881),"Mortensen Engineering Associates, 200, Hornby Place, 78801, Hornby Place, Uvalde, TX, United States"
POINT (-100.8869746 29.3677904),"North Bedell Avenue, 78841, Del Rio, Texas, United States"
POINT (-100.895715 29.3540163),"East Academy Street, 78840, Del Rio, Texas, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-100.8872554 29.3619822),"West de la Rosa Street, 78840, Del Rio, Texas, United States"
POINT EMPTY,
POINT (-100.902672 29.3623533),"Del Rio, West Ogden Street, 78840, West Ogden Street, Del Rio, TX, United States"
POINT (-100.4763188 28.7256566),"KVAW-TV (Eagle Pass), N Veterans Blvd A, 78852, N Veterans Blvd A, Eagle Pass, TX, United States"
POINT (-99.9745058 28.9208043),"Latigo Tank, US Hwy 57, 78872, US Hwy 57, La Pryor, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-98.54742055088809 32.1120045),"AccelHealth, 1100, West Reynosa Street, 76444, West Reynosa Street, De Leon, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-98.895623 32.7562324),"Trinity Baptist Church, East Walker Street, 76424, East Walker Street, Breckenridge, TX, United States"
POINT (-99.1655112 32.1225025),"Main Street, 76443, Cross Plains, Texas, United States"
POINT (-97.6637114 27.7895087),"George H. Paul Building Site, East Main Avenue, 78380, East Main Avenue, Robstown, TX, United States"
POINT (-97.4157794 27.7790088),"Hospital Blvd. @ Kokernot, Hospital Boulevard, 78404, Hospital Boulevard, Corpus Christi, TX, United States"
POINT (-97.1630234 27.9041958),"12th Street, 78336, Aransas Pass, Texas, United States"
POINT (-97.4157794 27.7790088),"Hospital Blvd. @ Kokernot, Hospital Boulevard, 78404, Hospital Boulevard, Corpus Christi, TX, United States"
POINT (-97.3633914 27.6909457),"Airline @ Holly Ns (Cvs Pharmacy), Airline Rd, 78414, Airline Rd, Corpus Christi, TX, United States"
POINT (-97.3687247 27.706272),"Mattress Firm, 5633, South Padre Island Drive, 78412, South Padre Island Drive, Corpus Christi, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-97.5100846 28.0392328),"Sinton Fire Department, East Fulton Street, 78387, East Fulton Street, Sinton, TX, United States"
POINT EMPTY,
POINT (-97.5100846 28.0392328),"Sinton Fire Department, East Fulton Street, 78387, East Fulton Street, Sinton, TX, United States"
POINT (-97.825034 28.0922151),"Mathis Volunteer Fire and EMS Department, North Duval Street, 78368, North Duval Street, Mathis, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-97.649856663066 29.680004099999998),"Luling City Hall, East Crockett Street, 78648, East Crockett Street, Luling, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-97.29613715113933 30.06976135),"111, Kona Huanui Lane, 78602, Kona Huanui Lane, Bastrop, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-98.55177405 28.455249549999998),"203, School Street, 78072, School Street, Tilden, TX, United States"
POINT EMPTY,
POINT (-98.48641019462617 29.42368505),"St. Joseph Church, East Commerce Street, 78205, East Commerce Street, San Antonio, TX, United States"
POINT EMPTY,
POINT (-98.265261 29.610177),"Interstate 35 North, 78154, Schertz, Texas, United States"
POINT EMPTY,
POINT (-98.475109009612 29.3862766),"307, Chicago Boulevard, 78210, Chicago Boulevard, San Antonio, TX, United States"
POINT (-99.4685076 27.559518),"Better Body Project By Diana Granados, 1705, Jacaman Road, 78045, Jacaman Road, laredo, tx, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-99.4685076 27.559518),"Better Body Project By Diana Granados, 1705, Jacaman Road, 78045, Jacaman Road, laredo, tx, United States"
POINT (-99.5059562 27.5025653),"Laredo Election Riot, 1886, San Agustin Avenue, 78040, San Agustin Avenue, Laredo, TX, United States"
POINT EMPTY,
POINT (-99.2665288 26.9016532),"Zapata County Courthouse Plaza, North Street, 78076, North Street, Zapata, TX, United States"
POINT (-98.8136679 26.3833704),"North Garza Street, 78582, Rio Grande City, Texas, United States"
POINT EMPTY,
POINT (-95.3526083 29.9028888),"South Aldine Baptist Church, Aldine Mail Route, 77039, Aldine Mail Route, Houston, TX, United States"
POINT (-95.31990585 29.74592855),"Canal St. @ Delmar St., Canal Street, 77012, Canal Street, Houston, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-95.38379458303491 29.85032315),"Vecino Airline Children's Clinic, 5808, Airline Drive, 77076, Airline Drive, Houston, TX, United States"
POINT (-95.3098685 29.7803014),"Denver Harbor Family Health Center, 424, Hahlo Street, 77020, Hahlo Street, Houston, TX, United States"
POINT (-95.25243476461492 29.793202049999998),"Oates Elementary School, 10044, Wallisville Road, 77049, Wallisville Road, Houston, TX, United States"
POINT (-95.31171985 29.77151025),"McReynolds Middle School, 5910, Market Street, 77015, Market Street, Houston, TX, United States"
POINT (-95.33850047337997 29.7789081),"Brewster Park, 1800, Des Chaumes Street, 77026, Des Chaumes Street, Houston, TX, United States"
POINT EMPTY,
POINT (-95.37518422591992 29.86540505),"Our Redeemer Lutheran Church, 215, Rittenhouse Street, 77076, Rittenhouse Street, Houston, TX, United States"
POINT (-95.36835859376157 29.760680999999998),"Tranquillity Park, 400, Rusk Street, 77002, Rusk Street, Houston, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-95.18943376588416 29.79167975),"Green Valley Elementary School, 13350, Woodforest Boulevard, 77015, Woodforest Boulevard, Houston, TX, United States"
POINT EMPTY,
POINT (-95.32262929334883 29.725481700000003),"KIPP Explore Academy, 5402, Lawndale Street, 77017, Lawndale Street, Houston, TX, United States"
POINT (-95.368849 29.8453412),"500, Tidwell Road, 77022, Tidwell Road, Houston, TX, United States"
POINT (-95.4029712341657 29.76308425),"Cleveland Park, 200, Jackson Hill Street, 77007, Jackson Hill Street, Houston, TX, United States"
POINT (-95.45977995638826 29.6850605),"4702, Jason Street, 77096, Jason Street, Houston, TX, United States"
POINT (-95.376661 29.844192999999997),"108, Vandell Street, 77022, Vandell Street, Houston, TX, United States"
POINT (-95.17425097730622 29.812581700000003),"North Shore Senior High School, 353, North Castlegory Road, 77049, North Castlegory Road, Houston, TX, United States"
POINT (-95.2750857 29.716377299999998),"YES Prep East End, 8329, Lawndale Street, 77012, Lawndale Street, Houston, TX, United States"
POINT (-95.2792253166013 29.7160341),"Houston Fire Department Station 23, Lawndale Street, 77012, Lawndale Street, Houston, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-95.38548573200987 29.85171395),"YES Prep Northline, 5815, Airline Drive, 77076, Airline Drive, Houston, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-96.79823957104495 32.78380425),"Dallas Post Office - Downtown Station, 400, North Ervay Street, 75201, North Ervay Street, Dallas, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-96.7909941002804 32.775733349999996),"1818, South S Street, 75201, South S Street, Dallas, TX, United States"
POINT (-96.84996949846209 32.74485505),"Calvary Baptist Church of Oak Cliff, 1822, West 10th Street, 75208, West 10th Street, Dallas, TX, United States"
POINT EMPTY,
POINT (-96.870496 32.814923),"Dallas Fire Station Number 47, Envoy Court, 75247, Envoy Court, Dallas, TX, United States"
POINT (-96.77625367233075 32.793778950000004),"7-Eleven, 4104, Gaston Avenue, 75246, Gaston Avenue, Dallas, TX, United States"
POINT (-97.79363779166667 30.5198985),"311, Settlers Home Drive, 78613, Settlers Home Drive, Cedar Park, TX, United States"
POINT (-97.68006597813593 30.61184905),"Georgetown South Commercial Park, 111, Cooperative Way, 78626, Cooperative Way, Georgetown, TX, United States"
POINT (-97.68961278917656 30.59454695),"Parking - Georgetown Seventh Day Adventist Church, South Interstate 35, 78665, South Interstate 35, Georgetown, TX, United States"
POINT (-97.66567816262403 30.6642707),"2295, North Austin Avenue, 78628, North Austin Avenue, Georgetown, TX, United States"
POINT EMPTY,
POINT (-97.62283377870575 30.6735191),"3200, Farm-to-Market Road 971, 78626, Farm-to-Market Road 971, Georgetown, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-97.65174672358917 30.5398572),"Building 3, North A W Grimes Boulevard, 78665, North A W Grimes Boulevard, Round Rock, TX, United States"
POINT (-97.79161368273306 30.5182365),"101, Outpost Cove, 78613, Outpost Cove, Cedar Park, TX, United States"
POINT (-97.6648189 31.0666959),"Harker Heights City Hall, Miller's Crossing, 76548, Miller's Crossing, Harker Heights, TX, United States"
POINT (-97.62283377870575 30.6735191),"3200, Farm-to-Market Road 971, 78626, Farm-to-Market Road 971, Georgetown, TX, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-96.8927814 32.7204093),"Western Park Baptist Church, West Illinois Avenue, 75211, West Illinois Avenue, Dallas, TX, United States"
POINT (-96.83611636850056 32.780149449999996),"3111, Sylvan Avenue, 75212, Sylvan Avenue, Dallas, Texas, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-97.85086998103773 27.4898305),"CHRISTUS Spohn Hospital - Kleberg, 1311, East General Cavazos Boulevard, 78363, East General Cavazos Boulevard, Kingsville, TX, United States"
POINT EMPTY,
POINT (-97.9620287 26.2941456),"Edcouch Volunteer Fire Department, Santa Rosa Avenue, 78538, Santa Rosa Avenue, Edcouch, TX, United States"
POINT (-98.14843569208264 26.2233576),"Arnoldo Cantu, Sr. Elementary School, 2900, Raul Longoria Road, 78589, Raul Longoria Road, San Juan, TX, United States"
